DrugBank_ID,Drug_Name,Gene
DB00156,Threonine,TARS2
DB00156,Threonine,bla
DB00157,NADH,MT-ND3
DB00157,NADH,UGDH
DB00157,NADH,ADH1A
DB00157,NADH,SORD
DB00157,NADH,ADH4
DB00157,NADH,ADH1C
DB00157,NADH,ADH1B
DB00157,NADH,ADH7
DB00157,NADH,GPD1
DB00157,NADH,LDHAL6A
DB00157,NADH,ADH5
DB00157,NADH,AKR1B1
DB00157,NADH,HSD17B10
DB00157,NADH,MDH2
DB00157,NADH,LDHA
DB00157,NADH,ME2
DB00157,NADH,HSD17B4
DB00157,NADH,LDHAL6B
DB00157,NADH,LDHC
DB00157,NADH,LDHB
DB00157,NADH,EHHADH
DB00157,NADH,HADH
DB00157,NADH,ME3
DB00157,NADH,BDH1
DB00157,NADH,MDH1
DB00157,NADH,HIBADH
DB00157,NADH,HSD17B3
DB00157,NADH,HMGCR
DB00157,NADH,ME1
DB00157,NADH,PHGDH
DB00157,NADH,HSD17B7
DB00157,NADH,IDH3G
DB00157,NADH,IDH3B
DB00157,NADH,IDH3A
DB00157,NADH,HSD17B1
DB00157,NADH,HSD17B2
DB00157,NADH,RDH5
DB00157,NADH,H6PD
DB00157,NADH,HSD17B8
DB00157,NADH,AKR1C4
DB00157,NADH,IMPDH2
DB00157,NADH,AKR1C3
DB00157,NADH,HPGD
DB00157,NADH,GFUS
DB00157,NADH,AKR1C1
DB00157,NADH,HSD11B1
DB00157,NADH,HSD3B2
DB00157,NADH,HSD3B1
DB00157,NADH,IMPDH1
DB00157,NADH,HADHA
DB00157,NADH,ALDH2
DB00157,NADH,HSD11B2
DB00157,NADH,AKR1C2
DB00157,NADH,NSDHL
DB00157,NADH,ALDH3B2
DB00157,NADH,ALDH6A1
DB00157,NADH,ALDH3A1
DB00157,NADH,ALDH1A1
DB00157,NADH,GAPDHS
DB00157,NADH,ALDH9A1
DB00157,NADH,ALDH1A3
DB00157,NADH,ALDH1B1
DB00157,NADH,ALDH3B1
DB00157,NADH,GAPDH
DB00157,NADH,ALDH1A2
DB00157,NADH,ALDH3A2
DB00157,NADH,ALDH5A1
DB00157,NADH,ALDH7A1
DB00157,NADH,BLVRB
DB00157,NADH,PYCR2
DB00157,NADH,PYCR1
DB00157,NADH,GLUD1
DB00157,NADH,PDHB
DB00157,NADH,PDHA2
DB00157,NADH,PDHA1
DB00157,NADH,BLVRA
DB00157,NADH,ACADS
DB00157,NADH,DHFR
DB00157,NADH,OGDH
DB00157,NADH,GLUD2
DB00157,NADH,DHCR7
DB00157,NADH,NQO2
DB00157,NADH,MT-ND2
DB00157,NADH,AASS
DB00157,NADH,NDUFS7
DB00157,NADH,MTHFD1
DB00157,NADH,MTHFD2
DB00157,NADH,ALDH4A1
DB00157,NADH,CYB5R3
DB00157,NADH,NDUFA11
DB00157,NADH,MT-ND4
DB00157,NADH,QDPR
DB00157,NADH,MT-ND1
DB00157,NADH,NNT
DB00157,NADH,NDUFA5
DB00157,NADH,NDUFA9
DB00157,NADH,MT-ND4L
DB00157,NADH,NDUFA10
DB00157,NADH,NDUFA7
DB00157,NADH,NDUFA1
DB00157,NADH,MT-ND6
DB00157,NADH,MT-ND5
DB00157,NADH,COXFA4
DB00157,NADH,NDUFA6
DB00157,NADH,NDUFAB1
DB00157,NADH,NDUFA2
DB00157,NADH,NDUFA8
DB00157,NADH,NDUFA3
DB00157,NADH,NDUFB8
DB00157,NADH,NDUFC2
DB00157,NADH,NDUFB1
DB00157,NADH,NDUFS1
DB00157,NADH,NDUFB10
DB00157,NADH,NDUFB4
DB00157,NADH,NDUFB3
DB00157,NADH,NDUFB2
DB00157,NADH,NDUFB7
DB00157,NADH,NDUFB9
DB00157,NADH,NDUFS2
DB00157,NADH,NDUFB5
DB00157,NADH,NDUFC1
DB00157,NADH,NDUFB6
DB00157,NADH,NDUFV3
DB00157,NADH,DLD
DB00157,NADH,NDUFS3
DB00157,NADH,GSR
DB00157,NADH,NDUFA12
DB00157,NADH,NDUFS5
DB00157,NADH,NDUFS4
DB00157,NADH,NDUFV1
DB00157,NADH,NDUFV2
DB00157,NADH,NDUFA13
DB00157,NADH,CDO1
DB00157,NADH,NDUFS6
DB00157,NADH,COXFA4L2
DB00157,NADH,NDUFS8
DB00157,NADH,CYP4A11
DB00157,NADH,DLAT
DB00157,NADH,AMT
DB00157,NADH,MSMO1
DB00157,NADH,HMOX1
DB00157,NADH,HMOX2
DB00157,NADH,CYP17A1
DB00157,NADH,TYR
DB00158,Folic acid,SLC19A1
DB00158,Folic acid,SLC46A1
DB00158,Folic acid,FOLR3
DB00158,Folic acid,FOLR2
DB00158,Folic acid,FOLR1
DB00159,Icosapent,PTGS2
DB00159,Icosapent,PTGS1
DB00159,Icosapent,PPARG
DB00159,Icosapent,PPARD
DB00159,Icosapent,FFAR1
DB00159,Icosapent,SLC8A1
DB00159,Icosapent,FABP7
DB00159,Icosapent,FADS1
DB00159,Icosapent,ACSL4
DB00159,Icosapent,TRPV1
DB00159,Icosapent,PPARA
DB00159,Icosapent,ALOX5
DB00160,Alanine,ABAT
DB00160,Alanine,AGXT
DB00160,Alanine,GPT
DB00160,Alanine,NFS1
DB00160,Alanine,SLC36A1
DB00160,Alanine,SLC7A8
DB00160,Alanine,AGXT2
DB00160,Alanine,AARS1
DB00160,Alanine,SLC1A4
DB00160,Alanine,KYNU
DB00160,Alanine,AARS2
DB00160,Alanine,PHYKPL
DB00160,Alanine,GPT2
DB00161,Valine,PCCB
DB00161,Valine,BCAT1
DB00161,Valine,VARS1
DB00162,Vitamin A,RXRG
DB00162,Vitamin A,APOD
DB00162,Vitamin A,PTGDS
DB00162,Vitamin A,RDH12
DB00162,Vitamin A,RDH5
DB00162,Vitamin A,RDH13
DB00162,Vitamin A,ALDH1A2
DB00162,Vitamin A,ALDH1A1
DB00162,Vitamin A,LRAT
DB00162,Vitamin A,DHRS3
DB00162,Vitamin A,ALDH1A3
DB00162,Vitamin A,RETSAT
DB00162,Vitamin A,RDH11
DB00162,Vitamin A,DHRS4
DB00162,Vitamin A,RDH14
DB00162,Vitamin A,RDH8
DB00163,Vitamin E,SEC14L4
DB00163,Vitamin E,SEC14L3
DB00163,Vitamin E,SEC14L2
DB00163,Vitamin E,NR1I2
DB00163,Vitamin E,PRKCB
DB00163,Vitamin E,ALOX5
DB00163,Vitamin E,PRKCA
DB00163,Vitamin E,DGKA
DB00163,Vitamin E,PPP2CB
DB00163,Vitamin E,PPP2CA
DB00165,Pyridoxine,PDXK
DB00165,Pyridoxine,DDC
DB00166,Lipoic acid,LIPT1
DB00166,Lipoic acid,ACHE
DB00166,Lipoic acid,PTGS2
DB00166,Lipoic acid,SLC5A6
DB00166,Lipoic acid,LIAS
DB00167,Isoleucine,ACADSB
DB00167,Isoleucine,BCAT1
DB00167,Isoleucine,BCAT2
DB00167,Isoleucine,IARS1
DB00167,Isoleucine,IARS2
DB00168,Aspartame,TAS1R3
DB00168,Aspartame,TAS1R2
DB00168,Aspartame,TRPV1
DB00169,Cholecalciferol,VDR
DB00170,Menadione,GGCX
DB00170,Menadione,VKORC1
DB00170,Menadione,VKORC1L1
DB00170,Menadione,AOX1
DB00170,Menadione,F2
DB00170,Menadione,F9
DB00170,Menadione,PROC
DB00170,Menadione,PROS1
DB00170,Menadione,NQO2
DB00170,Menadione,NQO1
DB00170,Menadione,BGLAP
DB00171,ATP,ABL1
DB00171,ATP,ABCC6
DB00171,ATP,ABCC4
DB00171,ATP,ABCC1
DB00171,ATP,CFTR
DB00171,ATP,PIK3CA
DB00171,ATP,CSNK2A1
DB00171,ATP,CSNK2B
DB00171,ATP,P2RY11
DB00171,ATP,PPP5C
DB00171,ATP,ABL2
DB00171,ATP,ABCA1
DB00171,ATP,ACSS2
DB00171,ATP,ALK
DB00171,ATP,NAE1
DB00171,ATP,PRKAA1
DB00171,ATP,ARAF
DB00171,ATP,ACVRL1
DB00171,ATP,ACSL1
DB00171,ATP,NT5C2
DB00171,ATP,GET3
DB00171,ATP,ABCC9
DB00171,ATP,AKT1
DB00171,ATP,GRK2
DB00171,ATP,APAF1
DB00171,ATP,ACSS1
DB00171,ATP,ACVR1B
DB00171,ATP,ACVR1
DB00171,ATP,ABCB11
DB00171,ATP,ASNS
DB00171,ATP,CDK15
DB00171,ATP,SLC25A4
DB00171,ATP,ABCC8
DB00171,ATP,ASS1
DB00171,ATP,AFG3L2
DB00171,ATP,GRK3
DB00171,ATP,AMHR2
DB00171,ATP,TNK2
DB00171,ATP,ADCY1
DB00171,ATP,ABCB1
DB00171,ATP,ABCG1
DB00171,ATP,ABCC2
DB00172,Proline,PPIB
DB00172,Proline,PPIA
DB00172,Proline,PYCR1
DB00172,Proline,EPRS1
DB00172,Proline,SLC6A14
DB00172,Proline,SLC6A7
DB00172,Proline,PYCR2
DB00172,Proline,P4HA2
DB00172,Proline,PRODH
DB00172,Proline,PPIH
DB00172,Proline,PLPBP
DB00172,Proline,P4HA1
DB00172,Proline,PPIF
DB00172,Proline,PPIC
DB00172,Proline,PPIG
DB00172,Proline,P3H1
DB00172,Proline,P5CR2
DB00172,Proline,PARS2
DB00172,Proline,P3H2
DB00172,Proline,P3H3
DB00172,Proline,PYCR3
DB00172,Proline,L3HYPDH
DB00173,Adenine,APRT
DB00173,Adenine,MTAP
DB00173,Adenine,cobT
DB00173,Adenine,ACACB
DB00173,Adenine,ACP1
DB00173,Adenine,mtnN
DB00173,Adenine,PECR
DB00173,Adenine,mutY
DB00173,Adenine,ptd
DB00173,Adenine,SRPK2
DB00173,Adenine,ruvB
DB00174,Asparagine,SLC38A1
DB00174,Asparagine,SLC1A5
DB00174,Asparagine,ASNS
DB00174,Asparagine,NARS1
DB00174,Asparagine,ASRGL1
DB00174,Asparagine,NARS2
DB00175,Pravastatin,HMGCR
DB00175,Pravastatin,HDAC2
DB00176,Fluvoxamine,SLC6A4
DB00176,Fluvoxamine,KCNH2
DB00177,Valsartan,AGTR1
DB00178,Ramipril,ACE
DB00178,Ramipril,BDKRB1
DB00179,Masoprocol,ALOX5
DB00179,Masoprocol,TRPM7
DB00179,Masoprocol,ERBB2
DB00179,Masoprocol,SHBG
DB00180,Flunisolide,NR3C1
DB00181,Baclofen,GABBR2
DB00181,Baclofen,GABBR1
DB00181,Baclofen,CXCR4
DB00182,Amphetamine,SLC18A2
DB00182,Amphetamine,SLC6A3
DB00182,Amphetamine,CARTPT
DB00182,Amphetamine,TAAR1
DB00182,Amphetamine,MAOA
DB00182,Amphetamine,SLC6A2
DB00182,Amphetamine,ADRA1A
DB00182,Amphetamine,ADRB1
DB00182,Amphetamine,DRD2
DB00182,Amphetamine,MAOB
DB00182,Amphetamine,SLC6A4
DB00183,Pentagastrin,CCKBR
DB00184,Nicotine,CHRNA4
DB00184,Nicotine,CHRNA7
DB00184,Nicotine,CHRNB2
DB00184,Nicotine,CHRNA2
DB00184,Nicotine,CHRNA3
DB00184,Nicotine,CHRNA5
DB00184,Nicotine,CHRNA6
DB00184,Nicotine,CHRNA9
DB00184,Nicotine,CHRNA10
DB00184,Nicotine,CHRNB3
DB00184,Nicotine,CHRNB4
DB00184,Nicotine,CYP19A1
DB00184,Nicotine,CHAT
DB00185,Cevimeline,CHRM3
DB00185,Cevimeline,CHRM1
DB00186,Lorazepam,GABRA1
DB00186,Lorazepam,GABRA1
DB00186,Lorazepam,TSPO
DB00187,Esmolol,ADRB1
DB00188,Bortezomib,PSMB5
DB00188,Bortezomib,PSMB1
DB00188,Bortezomib,PRSS1
DB00189,Ethchlorvynol,GABRA1
DB00189,Ethchlorvynol,GABRA1
DB00189,Ethchlorvynol,GABRB2
DB00190,Carbidopa,DDC
DB00191,Phentermine,SLC6A2
DB00191,Phentermine,SLC6A4
DB00191,Phentermine,SLC6A3
DB00191,Phentermine,MAOA
DB00191,Phentermine,MAOB
DB00191,Phentermine,NPY
DB00192,Indecainide,SCN5A
DB00193,Tramadol,OPRM1
DB00193,Tramadol,SLC6A2
DB00193,Tramadol,SLC6A4
DB00193,Tramadol,SCN2A
DB00193,Tramadol,OPRK1
DB00193,Tramadol,OPRD1
DB00193,Tramadol,GRIN1
DB00193,Tramadol,ADORA1
DB00193,Tramadol,ADRA2A
DB00193,Tramadol,HTR2C
DB00193,Tramadol,CHRNA7
DB00193,Tramadol,CHRM3
DB00193,Tramadol,CHRM1
DB00193,Tramadol,TACR1
DB00193,Tramadol,TRPV1
DB00194,Vidarabine,
DB00194,Vidarabine,TK
DB00194,Vidarabine,TK
DB00194,Vidarabine,ADORA2B
DB00195,Betaxolol,ADRB1
DB00195,Betaxolol,ADRB2
DB00196,Fluconazole,ERG11
DB00197,Troglitazone,PPARG
DB00197,Troglitazone,ESRRG
DB00197,Troglitazone,ESRRA
DB00197,Troglitazone,PPARD
DB00197,Troglitazone,PPARA
DB00197,Troglitazone,GSTP1
DB00197,Troglitazone,ACSL4
DB00197,Troglitazone,SERPINE1
DB00197,Troglitazone,SLC29A1
DB00198,Oseltamivir,NA
DB00198,Oseltamivir,NEU1
DB00198,Oseltamivir,NEU2
DB00199,Erythromycin,MLNR
DB00199,Erythromycin,KCNH2
DB00200,Hydroxocobalamin,MTR
DB00200,Hydroxocobalamin,MMUT
DB00200,Hydroxocobalamin,MMAA
DB00200,Hydroxocobalamin,TCN1
DB00200,Hydroxocobalamin,AMN
DB00200,Hydroxocobalamin,CUBN
DB00200,Hydroxocobalamin,MMACHC
DB00201,Caffeine,ADORA1
DB00201,Caffeine,ADORA2A
DB00201,Caffeine,ADORA2B
DB00201,Caffeine,ADORA3
DB00201,Caffeine,PDE4D
DB00201,Caffeine,NT5E
DB00201,Caffeine,PDE4B
DB00201,Caffeine,RYR1
DB00201,Caffeine,PDE4A
DB00201,Caffeine,PRKDC
DB00201,Caffeine,PIK3CD
DB00201,Caffeine,PIK3CA
DB00201,Caffeine,PIK3CB
DB00201,Caffeine,ITPR1
DB00201,Caffeine,ATM
DB00202,Succinylcholine,CHRNA10
DB00202,Succinylcholine,CHRM2
DB00202,Succinylcholine,CHRM3
DB00203,Sildenafil,PDE5A
DB00203,Sildenafil,SERPING1
DB00203,Sildenafil,PDE6G
DB00203,Sildenafil,PDE6H
DB00203,Sildenafil,ODC1
DB00203,Sildenafil,CD274
DB00204,Dofetilide,KCNH2
DB00204,Dofetilide,KCNK2
DB00204,Dofetilide,KCNJ12
DB00205,Pyrimethamine,DHFR
DB00205,Pyrimethamine,
DB00205,Pyrimethamine,HEXB
DB00205,Pyrimethamine,FOLR1
DB00206,Reserpine,SLC18A2
DB00206,Reserpine,SLC18A1
DB00206,Reserpine,BIRC5
DB00207,Azithromycin,PADI4
DB00208,Ticlopidine,P2RY12
DB00208,Ticlopidine,PTAFR
DB00209,Trospium,CHRM5
DB00209,Trospium,CHRM3
DB00209,Trospium,CHRM1
DB00210,Adapalene,RARB
DB00210,Adapalene,RARG
DB00210,Adapalene,RXRB
DB00210,Adapalene,RXRG
DB00210,Adapalene,RXRA
DB00210,Adapalene,JUN
DB00210,Adapalene,TLR2
DB00210,Adapalene,RARA
DB00210,Adapalene,GOT1
DB00211,Midodrine,ADRA1A
DB00211,Midodrine,ADRA1B
DB00211,Midodrine,ADRA1D
DB00212,Remikiren,REN
DB00213,Pantoprazole,ATP4A
DB00213,Pantoprazole,ATP4B
DB00213,Pantoprazole,DDAH1
DB00214,Torasemide,SLC12A2
DB00214,Torasemide,SLC12A1
DB00215,Citalopram,SLC6A4
DB00215,Citalopram,HRH1
DB00216,Eletriptan,HTR1B
DB00216,Eletriptan,HTR1D
DB00216,Eletriptan,HTR1F
DB00216,Eletriptan,HTR1A
DB00216,Eletriptan,HTR1E
DB00216,Eletriptan,HTR2B
DB00216,Eletriptan,HTR7
DB00217,Bethanidine,KCNJ1
DB00217,Bethanidine,ADRA2A
DB00217,Bethanidine,ADRB1
DB00217,Bethanidine,ADRB1
DB00218,Moxifloxacin,gyrA
DB00218,Moxifloxacin,parC
DB00218,Moxifloxacin,gyrB
DB00218,Moxifloxacin,gyrA
DB00218,Moxifloxacin,TOP2A
DB00218,Moxifloxacin,PON1
DB00219,Oxyphenonium,CHRM1
DB00220,Nelfinavir,gag-pol
DB00221,Isoetharine,ADRB1
DB00221,Isoetharine,ADRB2
DB00222,Glimepiride,KCNJ11
DB00222,Glimepiride,KCNJ1
DB00222,Glimepiride,ABCC8
DB00222,Glimepiride,ABCC9
DB00223,Diflorasone,NR3C1
DB00223,Diflorasone,PLA2G1B
DB00224,Indinavir,pol
DB00224,Indinavir,gag-pol
DB00226,Guanadrel,SLC6A2
DB00227,Lovastatin,HMGCR
DB00227,Lovastatin,ITGAL
DB00227,Lovastatin,HDAC2
DB00228,Enflurane,GABRA1
DB00228,Enflurane,CACNG1
DB00228,Enflurane,GLRA1
DB00228,Enflurane,KCND1
DB00228,Enflurane,ATP2C1
DB00228,Enflurane,GRIN1
DB00228,Enflurane,ATP2A1
DB00229,Cefotiam,pbpA
DB00229,Cefotiam,ftsI
DB00230,Pregabalin,CACNA2D1
DB00231,Temazepam,GABRA1
DB00231,Temazepam,TSPO
DB00231,Temazepam,GABRA1
DB00232,Methyclothiazide,SLC12A1
DB00232,Methyclothiazide,CA1
DB00232,Methyclothiazide,CA2
DB00232,Methyclothiazide,CA4
DB00233,Aminosalicylic acid,DHFR
DB00233,Aminosalicylic acid,PTGS1
DB00233,Aminosalicylic acid,PTGS2
DB00233,Aminosalicylic acid,CHUK
DB00233,Aminosalicylic acid,ALOX5
DB00233,Aminosalicylic acid,PLA2G2E
DB00234,Reboxetine,SLC6A2
DB00235,Milrinone,PDE3A
DB00237,Butabarbital,GABRA1
DB00237,Butabarbital,GABRA1
DB00237,Butabarbital,CHRNA10
DB00237,Butabarbital,GRIA1
DB00237,Butabarbital,GRIA2
DB00237,Butabarbital,GRIA3
DB00237,Butabarbital,GRIA4
DB00237,Butabarbital,GRIK1
DB00237,Butabarbital,GRIK2
DB00237,Butabarbital,GRIK3
DB00237,Butabarbital,GRIK4
DB00237,Butabarbital,GRIK5
DB00238,Nevirapine,pol
DB00238,Nevirapine,gag-pol
DB00239,Oxiconazole,ERG11
DB00239,Oxiconazole,ERG7
DB00239,Oxiconazole,NR1I2
DB00240,Alclometasone,NR3C1
DB00240,Alclometasone,SERPINA6
DB00241,Butalbital,GABRA2
DB00241,Butalbital,GABRA3
DB00241,Butalbital,GABRA4
DB00241,Butalbital,GABRA5
DB00241,Butalbital,GABRA6
DB00241,Butalbital,GABRA1
DB00241,Butalbital,GABRA1
DB00241,Butalbital,CHRNA4
DB00241,Butalbital,CHRNA7
DB00241,Butalbital,GRIA2
DB00241,Butalbital,GRIK2
DB00242,Cladribine,RRM1
DB00242,Cladribine,RRM2
DB00242,Cladribine,RRM2B
DB00242,Cladribine,POLA1
DB00242,Cladribine,POLE
DB00242,Cladribine,POLE2
DB00242,Cladribine,POLE3
DB00242,Cladribine,POLE4
DB00242,Cladribine,PNP
DB00242,Cladribine,ADA
DB00242,Cladribine,PARP1
DB00243,Ranolazine,PLG
DB00243,Ranolazine,SCN1A
DB00243,Ranolazine,KCNJ12
DB00243,Ranolazine,CACNA1C
DB00243,Ranolazine,ADRA1A
DB00243,Ranolazine,ADRB1
DB00244,Mesalazine,PTGS2
DB00244,Mesalazine,PTGS1
DB00244,Mesalazine,ALOX5
DB00244,Mesalazine,PPARG
DB00244,Mesalazine,CHUK
DB00244,Mesalazine,IKBKB
DB00244,Mesalazine,NOS2
DB00245,Benzatropine,CHRM1
DB00245,Benzatropine,SLC6A3
DB00245,Benzatropine,HRH1
DB00245,Benzatropine,SLC6A4
DB00245,Benzatropine,SLC6A2
DB00246,Ziprasidone,DRD2
DB00246,Ziprasidone,HTR2A
DB00246,Ziprasidone,HTR1A
DB00246,Ziprasidone,HTR1D
DB00246,Ziprasidone,HTR2C
DB00246,Ziprasidone,CHRNA7
DB00246,Ziprasidone,DRD1
DB00246,Ziprasidone,DRD5
DB00246,Ziprasidone,DRD3
DB00246,Ziprasidone,DRD4
DB00246,Ziprasidone,HTR1B
DB00246,Ziprasidone,HTR1E
DB00246,Ziprasidone,HTR6
DB00246,Ziprasidone,HTR7
DB00246,Ziprasidone,HRH1
DB00246,Ziprasidone,ADRA1A
DB00246,Ziprasidone,ADRA1B
DB00246,Ziprasidone,ADRA2A
DB00246,Ziprasidone,ADRA2B
DB00246,Ziprasidone,ADRA2C
DB00246,Ziprasidone,CHRM1
DB00246,Ziprasidone,CHRM2
DB00246,Ziprasidone,CHRM3
DB00246,Ziprasidone,CHRM4
DB00246,Ziprasidone,CHRM5
DB00246,Ziprasidone,HTR3A
DB00246,Ziprasidone,HTR5A
DB00247,Methysergide,HTR2B
DB00247,Methysergide,HTR2C
DB00247,Methysergide,HTR2A
DB00247,Methysergide,HTR1A
DB00247,Methysergide,HTR7
DB00247,Methysergide,HTR1B
DB00247,Methysergide,HTR1F
DB00247,Methysergide,HTR1E
DB00248,Cabergoline,DRD2
DB00248,Cabergoline,HTR2B
DB00248,Cabergoline,DRD3
DB00248,Cabergoline,HTR2A
DB00248,Cabergoline,ADRA2B
DB00248,Cabergoline,HTR1D
DB00248,Cabergoline,DRD4
DB00248,Cabergoline,ADRA2A
DB00248,Cabergoline,HTR1A
DB00248,Cabergoline,ADRA2C
DB00248,Cabergoline,DRD5
DB00248,Cabergoline,DRD1
DB00248,Cabergoline,HTR1B
DB00248,Cabergoline,HTR2C
DB00248,Cabergoline,HTR7
DB00248,Cabergoline,ADRA1A
DB00248,Cabergoline,ADRA1B
DB00248,Cabergoline,ADRA1D
DB00248,Cabergoline,ADRB1
DB00248,Cabergoline,ADRB2
DB00248,Cabergoline,DRD1
DB00249,Idoxuridine,TK1
DB00249,Idoxuridine,TK
DB00250,Dapsone,folP2
DB00250,Dapsone,folP1
DB00251,Terconazole,ERG11
DB00252,Phenytoin,SCN5A
DB00252,Phenytoin,SCN1A
DB00252,Phenytoin,KCNH2
DB00252,Phenytoin,CACNA1C
DB00252,Phenytoin,SCN2A
DB00252,Phenytoin,SCN8A
DB00252,Phenytoin,NR1I2
DB00252,Phenytoin,SCN1B
DB00252,Phenytoin,SCN3A
DB00253,Medrysone,NR3C1
DB00253,Medrysone,ESRRG
DB00253,Medrysone,ESRRB
DB00253,Medrysone,ESRRA
DB00255,Diethylstilbestrol,ESR2
DB00255,Diethylstilbestrol,ESR1
DB00255,Diethylstilbestrol,ESRRG
DB00255,Diethylstilbestrol,ESRRA
DB00255,Diethylstilbestrol,ESRRB
DB00255,Diethylstilbestrol,NCOA2
DB00255,Diethylstilbestrol,NR1I2
DB00255,Diethylstilbestrol,AR
DB00255,Diethylstilbestrol,SHBG
DB00256,Lymecycline,rpsD
DB00257,Clotrimazole,ERG11
DB00257,Clotrimazole,KCNN4
DB00257,Clotrimazole,CXCR2
DB00257,Clotrimazole,NR1I2
DB00257,Clotrimazole,HCAR2
DB00259,Sulfanilamide,folP
DB00260,Cycloserine,ddlA
DB00260,Cycloserine,alr
DB00260,Cycloserine,GRIN1
DB00261,Anagrelide,PDE3A
DB00262,Carmustine,GSR
DB00263,Sulfisoxazole,folP
DB00264,Metoprolol,ADRB1
DB00264,Metoprolol,ADRB2
DB00264,Metoprolol,ADRB1
DB00265,Crotamiton,TRPV4
DB00266,Dicoumarol,VKORC1
DB00266,Dicoumarol,NQO1
DB00266,Dicoumarol,CRYZ
DB00267,Cefmenoxime,ftsI
DB00267,Cefmenoxime,pbpA
DB00268,Ropinirole,DRD3
DB00268,Ropinirole,DRD2
DB00268,Ropinirole,DRD4
DB00268,Ropinirole,ADRA1A
DB00269,Chlorotrianisene,ESR1
DB00270,Isradipine,CACNA1C
DB00270,Isradipine,CACNA2D1
DB00270,Isradipine,CACNB2
DB00270,Isradipine,CACNA1H
DB00270,Isradipine,CACNA2D2
DB00270,Isradipine,CACNA1D
DB00270,Isradipine,CACNA1S
DB00272,Betazole,HRH2
DB00273,Topiramate,GABRA1
DB00273,Topiramate,SCN1A
DB00273,Topiramate,GRIK1
DB00273,Topiramate,CA2
DB00273,Topiramate,CA4
DB00273,Topiramate,CACNA1C
DB00273,Topiramate,GRIK1
DB00273,Topiramate,CA1
DB00273,Topiramate,CA3
DB00273,Topiramate,CACNA1E
DB00274,Cefmetazole,mecA
DB00274,Cefmetazole,mrcA
DB00274,Cefmetazole,mrcB
DB00274,Cefmetazole,ftsI
DB00274,Cefmetazole,dacA
DB00274,Cefmetazole,dacC
DB00275,Olmesartan,AGTR1
DB00276,Amsacrine,TOP2A
DB00276,Amsacrine,TOP2B
DB00276,Amsacrine,KCNH2
DB00276,Amsacrine,ORM1
DB00276,Amsacrine,ALB
DB00277,Theophylline,ADORA1
DB00277,Theophylline,ADORA2A
DB00277,Theophylline,ADORA2B
DB00277,Theophylline,PDE4B
DB00277,Theophylline,PDE5A
DB00277,Theophylline,PDE4A
DB00277,Theophylline,PDE3A
DB00277,Theophylline,HDAC2
DB00277,Theophylline,PARP1
DB00277,Theophylline,RIC3
DB00277,Theophylline,NT5E
DB00277,Theophylline,CPNE1
DB00278,Argatroban,F2
DB00279,Liothyronine,THRA
DB00279,Liothyronine,THRB
DB00279,Liothyronine,PCNA
DB00280,Disopyramide,SCN5A
DB00280,Disopyramide,CHRM1
DB00280,Disopyramide,CHRM2
DB00280,Disopyramide,CHRM3
DB00280,Disopyramide,KCND2
DB00280,Disopyramide,KCND3
DB00280,Disopyramide,KCNH2
DB00280,Disopyramide,ORM2
DB00281,Lidocaine,SCN10A
DB00281,Lidocaine,SCN9A
DB00281,Lidocaine,SCN5A
DB00281,Lidocaine,SCN11A
DB00281,Lidocaine,EGFR
DB00281,Lidocaine,SCN4A
DB00281,Lidocaine,ORM1
DB00281,Lidocaine,ORM2
DB00282,Pamidronic acid,FDPS
DB00282,Pamidronic acid,GGPS1
DB00282,Pamidronic acid,CASP3
DB00282,Pamidronic acid,CASP9
DB00283,Clemastine,HRH1
DB00284,Acarbose,MGAM
DB00284,Acarbose,SI
DB00284,Acarbose,AMY2A
DB00284,Acarbose,GAA
DB00285,Venlafaxine,SLC6A4
DB00285,Venlafaxine,SLC6A2
DB00285,Venlafaxine,SLC6A3
DB00286,Conjugated estrogens,ESR2
DB00286,Conjugated estrogens,ESR1
DB00287,Travoprost,PTGFR
DB00288,Amcinonide,NR3C1
DB00288,Amcinonide,ESRRG
DB00288,Amcinonide,ESRRB
DB00288,Amcinonide,ESRRA
DB00288,Amcinonide,ANXA1
DB00289,Atomoxetine,SLC6A2
DB00289,Atomoxetine,SLC6A4
DB00289,Atomoxetine,GRIN1
DB00289,Atomoxetine,KCNJ3
DB00289,Atomoxetine,OPRK1
DB00290,Bleomycin,LIG1
DB00290,Bleomycin,LIG3
DB00292,Etomidate,GABRA1
DB00292,Etomidate,ADRA2B
DB00292,Etomidate,GABRA1
DB00292,Etomidate,GABRG3
DB00293,Raltitrexed,TYMS
DB00293,Raltitrexed,TMP1
DB00293,Raltitrexed,FPGS
DB00294,Etonogestrel,PGR
DB00295,Morphine,OPRM1
DB00295,Morphine,OPRK1
DB00295,Morphine,OPRD1
DB00295,Morphine,LY96
DB00296,Ropivacaine,SCN10A
DB00297,Bupivacaine,SCN10A
DB00297,Bupivacaine,PTGER1
DB00298,Dapiprazole,ADRA1A
DB00298,Dapiprazole,ADRA1D
DB00298,Dapiprazole,ADRA1B
DB00298,Dapiprazole,DRD2
DB00299,Penciclovir,
DB00299,Penciclovir,TK
DB00299,Penciclovir,TK1
DB00300,Tenofovir disoproxil,pol
DB00300,Tenofovir disoproxil,gag-pol
DB00300,Tenofovir disoproxil,P
DB00301,Flucloxacillin,pbpA
DB00302,Tranexamic acid,PLG
DB00303,Ertapenem,mrcA
DB00303,Ertapenem,mrcB
