Gene1,Gene2,Score
COL1A2,CAV1,0.620349184243474
ZNF569,ZNF773,0.620345958467926
SEC11A,TAS2R5,0.620343208872291
HINT1,SMARCA4,0.620342164958932
SDHAF2,PRKACB,0.620341496632308
SDHAF2,PRKACA,0.620341496632308
CKS2,EXOSC5,0.62033772660374
HLA-DPB1,ARHGDIB,0.620337403411315
FN1,HMOX1,0.620332083755426
PGA5,ST8SIA2,0.620331538532313
EXOSC7,POLR2G,0.620331280056822
PRODH,CDT1,0.620326304197157
HCLS1,CD2,0.620325715657259
FOSL2,PON3,0.620322712037366
IDNK,ABCB4,0.620319438963138
BOP1,HSPA9,0.620312705372887
DDX52,RPL23,0.620309486525768
WDR83OS,SNX3,0.62030931922287
ZNF155,ZNF442,0.620308590165719
ICAM3,WIPI1,0.620308205495132
METTL1,RPS24,0.620307574268895
LYPLAL1,CPOX,0.620305389924383
AK1,FUS,0.620305193868945
SF3B6,URI1,0.620304711225756
TPX2,BRD4,0.620299958405282
HCLS1,TMLHE,0.620296819918645
LAMP2,FAM114A1,0.620294591277974
TNFAIP8,CAPZA1,0.620292792021228
PCDH9,STAT1,0.620292285658292
WBP11,DNAJC10,0.620289833493562
MOGAT2,MAP1LC3A,0.620287807689086
MOGAT1,MAP1LC3A,0.620287807689086
EXOSC4,TRMT1,0.620286061869049
HNRNPH1,PRP4K,0.620283756565235
PITRM1,ATP9B,0.620283562796152
COL6A2,CDC25A,0.620279034794469
GGA3,SYNJ1,0.620278523757778
CIB1,HLA-DPB1,0.620276485236345
ITGA4,VNN3P,0.620270432332694
NCKAP1,NAP1L5,0.620268907696285
CIZ1,MRPS2,0.620268190228147
DDX10,EPRS1,0.620267379367377
FSTL1,BCAS3,0.620262536046012
ADSS1,RPS7,0.620259622401265
MSI2,USP7,0.620251615873899
LINC01587,IFI30,0.620249132691118
CELF1,RBM15,0.620242617968538
CAMK1,ZNF439,0.620241614228828
ZNF514,CAMK1,0.620241614228828
ZNF547,CAMK1,0.620241614228828
ZNF549,CAMK1,0.620241614228828
LIPA,MGAT1,0.62024042241702
CCT2,CNOT8,0.620239358096925
IFITM2,MSN,0.620239229934805
IFITM2,BACE2,0.620236053031866
CCT5,SDHA,0.620235098353647
EMG1,DHRSX,0.620232581208399
ANXA5,MYD88,0.620232182868868
PIGG,SLC7A4,0.620230776241238
MYLK,COL14A1,0.620230161523286
NUP133,NAA50,0.620227901044633
SLC11A1,UBE2D1,0.620226211437977
PSMG3,ALKBH1,0.620224978691708
TAB2,MYBL1,0.62022063771078
YME1L1,SF3A3,0.620216125153762
WDR49,WDR75,0.620215508208508
IKBKG,SOCS3,0.620211696279713
SLC27A5,FMO4,0.6202076528631
BOP1,LCMT2,0.620197865098304
TMEM165,ELOVL5,0.620196345052919
GCH1,CDC34,0.620193815585843
MNAT1,NAA50,0.62019370817958
ARMCX3,COX7A2L,0.620190130715313
KCNK1,ATP2A2,0.620187521278023
TBC1D10B,EPHX3,0.620182214066529
PLBD1,MAFB,0.620181754391231
FCGRT,SOAT1,0.620180120796667
ZNHIT2,KCNAB2,0.620178214617942
LZTS1,LDHA,0.620176698278904
GART,RFC3,0.620175018996387
MICAL1,DGKD,0.620174312895421
TRIM22,SLA,0.62016877393051
HIP1,SOD2,0.620167688009599
PSENEN,RHPN2,0.620167605670488
COPE,SNRPB,0.620164795888895
CLTA,RPS7,0.620162347648384
LTA,IL18RAP,0.620160002111244
ERGIC3,CANX,0.620156165461645
EGLN3,CDC25C,0.620152601267122
NACA,RPL21,0.620152509734847
TMEFF2,SSB,0.620149446303678
THOC2,SRSF11,0.620147451092601
PGM1,ESX1,0.620140673016584
RFC4,CCNF,0.620139190454911
MRPL2,RPL7A,0.620135597079922
NUMA1,USP32,0.62013241179998
NMI,EPSTI1,0.620131326544406
CLIC1,GPR160,0.620129851887493
NDUFAB1,DPM1,0.620129775477112
FAM91A1,CLDND1,0.620128234341798
DDX5,BCKDHA,0.620127141787861
EIF4B,TIPIN,0.62012034932733
F11,TFR2,0.620119453526436
MAPK8IP2,TSPYL1,0.620116750745592
S100A8,CAPG,0.620109531946889
ATP5PF,SDHB,0.62010912372713
CCM2,CD40,0.620107457513568
RPS4Y1,SMARCC2,0.620105626575612
POU2F2,RALGAPB,0.620103417624767
ZNF582,PLAGL1,0.620093371388276
PLAGL1,ZNF286A,0.620093371388276
CBX3,TM4SF1,0.62009179047417
LYPLA1,SEC61G,0.620090734743768
CYRIA,TMEM222,0.620088660811395
NKIRAS1,DNAJC6,0.620088608447142
UTP14A,SMAD5,0.62008806359941
NOC2L,PELO,0.620087610641376
DDX27,H2AC11,0.620085994546967
DDX27,H2AC18,0.620085994546967
DDX27,H2AC17,0.620085994546967
DDX27,H2AC4,0.620085994546967
DDX27,H2AC16,0.620085994546967
DDX27,H2AC15,0.620085994546967
DDX27,H2AC13,0.620085994546967
H2AC8,DDX27,0.620085994546967
HEXB,MYO9B,0.620082057532291
STAG2,MED13,0.62008192435216
AIF1,NRGN,0.620081084173584
CTSL,PLAT,0.620074867055857
NLGN4X,TFAP4,0.620072833589338
FOXN2,RHBDD1,0.620072018897771
NDUFS5,ELOVL6,0.620071624908257
CHRNA3,PKD2L1,0.620071125223947
LYST,RCCD1,0.620070977826346
NOL10,ATRN,0.620069975074968
DDX47,EIF3C,0.620068420518543
ADM,LGALS3,0.620068002936145
ADRM1,TBL2,0.620067403836223
PARK7,DTYMK,0.620067356058565
CPSF4,RPL17,0.620063495607842
PMM2,RUNX1,0.620062493345121
FGG,PTP4A1,0.620061911364615
TXNDC9,PSMA2,0.620061418052723
XRCC1,AURKB,0.620061171116406
CENPF,PPP2R5D,0.620060702798007
GARS1,PSMA3,0.62006024437601
DPT,HIVEP1,0.620059988400844
NACA,RPS9,0.620058047597978
GNB1,SRPK1,0.620052660967914
SRPK3,GNB1,0.620052660967914
ORC6,BUB1B,0.62005132000684
TYROBP,MARCO,0.620049377294049
RWDD1,WDR74,0.620049016558535
CSTA,FCGBP,0.620045911628486
MECR,PMPCB,0.620045566409791
RPE,CBL,0.620043370215419
HMOX1,ARRB2,0.620038745497917
LYSMD3,RNF7,0.620038263213875
SIN3B,RRM1,0.620037780071511
AZIN1,SELENOF,0.620028124571917
NDUFB3,STAR,0.620026134251231
TCF7,CD5,0.620026083142361
TMEM106B,NEK9,0.620025389923176
CSF3R,ACTA2,0.620024413943287
TFB2M,TMSB4X,0.620021396455593
ALG3,MRPL24,0.620019172443958
VPS13C,THAP10,0.620016173285073
STMN3,TSPAN7,0.620015374576482
RCC1,LDHA,0.620011576360641
OVCA2,MLYCD,0.620010514787814
FURIN,RGS6,0.620004882351586
TTC7A,GLYR1,0.620002294738443
NAB2,ZBTB22,0.619988026109477
NBL1,CD40,0.619987661492271
ARFGEF1,RAB10,0.619986557925533
BCAS3,PYGM,0.619984667751005
POLR1D,RPS9,0.619982925228311
CTDSP1,SHC1,0.619982527327097
PPBP,MAFB,0.619975995132074
DES,ACTG2,0.619975074137006
PALLD,NOTCH4,0.619974589058408
MTREX,YWHAE,0.619970996995922
MRPL1,SSB,0.619968314392246
GSTP1,MYBL2,0.619967723343325
KIF21B,NEFL,0.619963006366901
MZT1,TICRR,0.619961028751818
CSTF2,SERPINA1,0.619960759474768
VTN,SUPT3H,0.619957059031355
ARHGAP15,ACTG2,0.619953454303813
ARHGAP15,ACTA2,0.619953454303813
KPNA5,COPZ2,0.619952534143456
KPNA6,COPZ2,0.619952534143456
EIF3D,TMEM59,0.619952413435738
DNAJC17,BAG1,0.619946276780822
CIITA,MCUB,0.619945118566011
FGF7,THBS1,0.619944523976676
IGFBP3,C1R,0.619944289220391
PWP2,SGTA,0.619941616093288
MGST3,DYNLT1,0.619939629456986
HCLS1,PLAUR,0.619934304161411
SERBP1,EIF5A2,0.619930859983971
ALAS1,HAO1,0.619930557291485
EIF3K,ATP5MC3,0.619930449245436
EIF4E3,PIGX,0.619921158218914
PODN,MATN4,0.619916504706182
ANLN,SPDL1,0.619915966699006
CP,PLOD2,0.619914840051068
TRAP1,HPRT1,0.619911226202545
SLC35F6,ZNF207,0.619907902134325
OLA1,DNAJC10,0.619906319543477
CAVIN1,NCOR2,0.619901996563278
LAMP2,MAP7,0.619898460511657
XRN2,TRAPPC4,0.619896724679893
TIMM10,MRPL46,0.619891310156421
ETFA,HMGCL,0.619890419749673
FRY,RAI2,0.619885369669983
MCF2L2,TUFT1,0.619883190034648
LARP4B,CHRNA10,0.619881872401153
LAMA3,PLXNB1,0.619880565657908
FMO1,ANGPT2,0.619879674966643
MAP2K7,ZNF131,0.619868006471259
SLC6A13,CBR1,0.619865243871326
HCK,LIPA,0.619862753356033
AHCY,UTP14C,0.619862739336612
IFI30,MKNK1,0.619862339363287
MYCN,ZNF711,0.619856386302196
ALAS2,RPL36,0.619856336298408
SLC39A11,NUP98,0.619855631170406
MARCHF4,CCAR2,0.619854764765922
ARL3,RWDD1,0.619852268441323
RPS3,WARS1,0.619851125711572
UBE2V2,RTCA,0.619845454403934
CD163L1,PCOLCE,0.619845120916475
ROMO1,RPS27A,0.619844858715963
MSH2,NAA35,0.619843836729645
METTL6,MRPL18,0.61983688351228
MMP12,MELK,0.61983352843492
NOP16,SF3A2,0.619833430951844
EML6,NUP37,0.619831952632259
ATP6V1A,NAA50,0.619830239788299
NUDT16,C14orf132,0.619827580267771
ADRB1,RNF141,0.61982338171005
HPD,PXMP2,0.619823282083846
CSTF2,ACTG2,0.619820735832304
CSTF2,ACTA2,0.619820735832304
DPF2,GMPS,0.619818134970731
UTP20,MAT1A,0.619808962471247
MAEA,NUDT9,0.61980541883137
PSME3,CSNK2A1,0.619804917361835
PSMC1,TXNL1,0.619803888484786
FGF13,ALX1,0.619802480741954
PAG1,ARHGAP25,0.619802046813961
WIF1,CABP5,0.619801704132548
LRR1,PPEF1,0.619800641814471
CXCL8,MME,0.619799378217871
COPS5,DUS4L,0.619798672678027
GRSF1,KRAS,0.619798274891689
TUBG2,ACTR6,0.61979734741135
JMY,LIG3,0.619793852707048
IFITM2,BLVRB,0.619789435873932
RDH13,TEAD2,0.619781548902807
SFXN4,RPS7,0.619777948492882
HDDC2,MRPS21,0.619774927879653
BACH2,UBAP2L,0.619768018091768
HNRNPH2,CIRSR,0.619765085967271
POLR2C,DNAJC17,0.619762983172622
OR5AS1,PYCR2,0.619762246730168
FOLH1,MYH10,0.619761212818103
IMMT,PRKAR1B,0.619760184424041
DYRK1A,NIPBL,0.619757503503243
MTHFD1,PRKCSH,0.61975733553409
SOAT1,C1R,0.619751346185883
BOP1,RIOK1,0.619749837010127
PSMA3,SRSF3,0.619744092016906
MIA2,RABGAP1L,0.619738578058734
CDH15,EPHB2,0.619732947650319
MYBL2,SERPINB3,0.619732195067393
DHODH,IGF1,0.619732115303655
TCIRG1,MAGEB2,0.619731192964915
DAG1,HIPK1,0.61972847405464
HIPK3,DAG1,0.61972847405464
ACSL6,DUS2,0.619718168055161
RICTOR,PROSER1,0.619716961160297
DDR2,CCL21,0.619715402728882
UBR5,CDC16,0.619711771837781
CORO1C,CDC25B,0.619711238806954
WDR5,CWC15,0.619710185515111
NOTUM,SLC4A5,0.619708681168558
KTN1,MAPK6,0.619701791183586
PON2,TRAF3IP3,0.61970102362818
STOM,PBX3,0.61969731281087
RTRAF,TXNL1,0.619694870495969
RAP1A,NUP37,0.619692819063399
LSM3,NOB1,0.619692125596705
P3H1,CXCR4,0.619687897989246
NXF1,MED4,0.619687317124847
CNPY2,EBNA1BP2,0.619685096529703
RANBP3,NAE1,0.619683273210545
C1R,ZCCHC9,0.619679850056223
PNMA8A,SPOCK1,0.619674325775274
FPR2,GPSM3,0.619668964904953
EXOSC4,NOLC1,0.619666259393931
GNB3,PRUNE1,0.619662074324852
NONO,NAA50,0.61966138634135
MYH2,PCSK2,0.619661050135387
TARDBP,ZNF207,0.619660283236808
TMT1A,XYLB,0.619660115364403
PAICS,PTTG1,0.619659609910187
PLAAT3,AKAP1,0.619659547543509
SPARC,DLG5,0.619656456805709
CEPT1,UBA5,0.619650605636334
EDN3,PHLDA1,0.619637911733531
DHRSX,GNB2,0.619636189835544
TIMP1,IKBKE,0.619635766774258
ITIH3,MMUT,0.61963388149286
NAB1,RAP2A,0.619633153603171
ZNF155,ZNF665,0.619632471007785
LRTM1,RHPN2,0.619631474630715
PHB2,HNRNPA3,0.61962955443708
PNP,UCK2,0.619626433491974
NFATC4,MRC2,0.619625847182557
TCEAL5,INHBB,0.619623733400308
TPD52,H2BC13,0.619622509333343
PWP2,RRP1,0.619620386538535
ADRM1,CALR,0.619620196864341
MRE11,TUBG1,0.619619550304337
PAICS,PNP,0.619618170523194
MTCH2,ARF5,0.619613205259337
IKZF2,HKDC1,0.619607953119761
IKZF3,HKDC1,0.619607953119761
PCED1A,TAS1R3,0.619606806767011
DOCK11,HDGF,0.619603395594039
MAP2K7,FANCM,0.619602130627282
SUMF1,NDUFAB1,0.61959860112531
MYO9A,ELOB,0.619598120265852
CXCL16,SOAT1,0.619595602359742
TNFAIP3,CCNJL,0.619591341561303
RHOG,MACROH2A1,0.619589581380448
MTUS2,MAGI3,0.619588528134802
CYC1,GDI2,0.619586084223866
DARS1,ABCE1,0.619583924218124
DLAT,DPM1,0.619583844541587
COX7A2,SUCLG1,0.619580597543465
OGN,ITM2A,0.619579645127398
PRDX1,MUS81,0.619575096499542
GTF2A2,SEM1,0.619573683640565
ENY2,SUMO3,0.619566751122626
NF2,PBRM1,0.61956620338101
INHBB,CCDC146,0.619562213748835
COPB1,VPS29,0.619561328953139
IL15RA,GZF1,0.619560831715126
ATIC,TKTL1,0.619556959728939
GNL3,TMCO1,0.619556732942457
H2AZ1,ACP1,0.61955180483045
ATP8A1,NOTCH4,0.619550762977538
ATOX1,ATP5F1E,0.619544923514176
KIT,PAPSS1,0.619541909915423
SLC24A5,RNF103,0.619540707594008
S100A11,THBS2,0.619536114353807
ADRM1,ABHD17B,0.619535516434324
DSPP,GGTLC1,0.619530396979604
TMEM165,SEMA3F,0.619525401976239
DOCK2,MAN2A2,0.61952280306391
UBE2D4,RNASE6,0.619522384530284
CDX2,CEACAM5,0.619522345940484
NIP7,ELP2,0.619520132943138
P2RY10,MTF1,0.619517908181619
POLR2F,ATP5IF1,0.619517424361932
ITGB1,POLR2A,0.61951398708788
SRGN,SLC23A2,0.61951122641356
KIF2A,TPRKB,0.619508696977987
IRF8,BCL11A,0.619503772167968
POLR3F,DDX10,0.619499774194299
NOP56,PAICS,0.619497734385654
CYP2C9,PAH,0.619494216142583
ARF4,SEC13,0.61948471189303
FCGR3A,CFB,0.619484656191642
POSTN,CYP27A1,0.619481127058572
APPBP2,PKIA,0.619479915061933
ERCC5,CIRSR,0.61947981467221
CBX3,STYX,0.619477221773599
FTH1,CD33,0.619475046765248
POLQ,NTHL1,0.619466020926429
COPB1,UQCRC2,0.619464756863757
CAPRIN2,MINPP1,0.619460766595467
SLC7A1,NCK2,0.61945894372069
XPO1,GAL3ST1,0.619457658510459
STOML2,TNNT3,0.619454567986684
TREH,SLC2A14,0.619448369428984
GPX4,UROS,0.61944090419703
RPS3A,GFM1,0.619437164360835
XKR6,VPREB3,0.619436075646335
ETFRF1,KLKB1,0.619423619577433
CTPS1,TUBA1A,0.619421842681762
KAT6A,GAL3ST1,0.6194177335414
CIRBP,NPNT,0.619417359744551
NAP1L1,PFDN5,0.619415623750865
COTL1,SF3B1,0.619413823545261
NGDN,MATR3,0.619410714239693
PARP1,DAP3,0.619409816261262
SEPHS2,FOXM1,0.619407439235626
RPL28,SLITRK6,0.619406495721722
DDA1,PGS1,0.619405868440692
FXYD5,CYP7B1,0.61940559301328
IRX5,COL11A1,0.61940469091561
HSPA8,UGT1A9,0.619402086365692
SAA2,CCNE2,0.619400124917254
RCAN2,RAB40B,0.619397253139867
AZIN1,MVP,0.619394247176051
TRA2B,SELENOF,0.619393143310657
ESR1,RUNX1,0.619387201586776
FBP1,HCK,0.619382621583364
ARG1,POLR2I,0.619381578941105
TROAP,PBK,0.61937882615456
TMEM230,PIGY,0.619378371949174
NUDT15,CDC25A,0.619377442585316
RAD23B,ZPR1,0.619374497625117
CYP2C8,GHR,0.619373715869008
NOP53,H2AC25,0.619372443449619
IFI30,P3H1,0.619370396666658
MCTS1,STYXL1,0.619370354519805
ATF2,SNRNP200,0.619368857374291
ACAA1,SUSD2,0.619361895944577
ALG6,HDAC1,0.619356177486964
GABRD,UBASH3B,0.61935407237308
CCT4,PSMA3,0.619348937070713
ISL1,SCML1,0.619348728830111
PDCD10,ENY2,0.619348228029426
VAX2,EPB41L4B,0.619342806943081
SELENOT,CRLS1,0.61934220243407
NDUFA10,ASRGL1,0.619342016248088
VARS1,WDR46,0.61934053081906
MRPS22,PSMC1,0.619338985439143
HNRNPA2B1,APEX1,0.619337342667705
ATP6V0C,RPL23,0.61933198456152
PWP2,POLR1E,0.619327435457331
ITPRIPL2,CNOT12,0.619325182372783
NOL11,SRSF7,0.619322364319188
KCNK1,CCDC92,0.619320473320071
TUBA1B,NHP2,0.619316787285746
ILK,PPP2R5D,0.619316733100127
GNAT2,KCNB1,0.619316468931049
CLEC1A,KLRF1,0.619314627044903
CLEC12A,CLEC1A,0.619314627044903
CCT4,PPIG,0.619311844094913
PPP1R12C,AMN,0.619311343846281
GLIS3,LRRC49,0.619306689083931
OLFML3,CASP5,0.619306415022024
HUWE1,MLH1,0.619306026337719
ZBTB8OS,TRMT1,0.619305907212701
DUSP7,PARP14,0.619303069305806
SNW1,MCM7,0.619296415219965
CCDC92,LRP11,0.619294854731989
HLA-B,ARHGDIB,0.619293439689601
TPX2,MCM5,0.619291950100361
SLC7A7,HS3ST1,0.619288895909379
PARK7,FUNDC2,0.619278960679077
F13A1,CXCL8,0.619278621544208
FMO1,F2RL3,0.619274667838037
NPLOC4,THADA,0.619271229206442
CXCL9,NF2,0.619269735867158
RPL19,CREB5,0.619269566958154
ACLY,PLK1,0.619267366274291
ZWILCH,RTN1,0.619265839748642
IMP3,PPP6R2,0.619263177312101
LPAR1,SIRT2,0.619262807313168
ARF4,NMT2,0.619258201690569
ARF4,NMT1,0.619258201690569
CXCL1,RNASE6,0.619254423033523
DDR2,MAPK12,0.619250390495699
FDPS,RUVBL1,0.619244574343921
DDR2,CCL11,0.619241985107968
NLGN4Y,PES1,0.619238959929364
PPP2R5C,BTBD6,0.619237251967133
FCGR2B,AQP9,0.619237092848399
ATP5F1B,PRSS3,0.619233817927976
SRP72,TBCA,0.61922669519493
PPTC7,MUS81,0.619224385500073
SF3B1,SMARCC1,0.619222265092478
LST1,DSEL,0.619220615142393
PXMP2,AKAP17A,0.619216836732117
CELF2,MED13L,0.619216161924959
GALNT1,PPP1CC,0.619211911567125
COBL,STAU2,0.619209957099359
DAGLB,VPS35L,0.619201225306354
ESYT2,RELA,0.619200580556798
PNRC2,PPFIBP2,0.619197593728969
FBXO32,C1S,0.619194220944228
DDX42,UQCRC1,0.619190565132575
BPNT1,PRCP,0.619190033041734
CASC3,HSPA9,0.619188211610693
DSE,SNAI1,0.619187788140993
KHDRBS3,ASB9,0.619185031235537
NT5C2,RBM28,0.619184864268124
CPNE3,ZNF468,0.619184513711853
HSPA4,PSMD8,0.619184031013387
HSPA4,PFKP,0.619184031013387
SIN3A,HSPA4,0.619184031013387
CRY1,PYGL,0.619183249469674
NF1,PTPN7,0.619182992414877
SUPT4H1,SLC25A32,0.619181646338038
EMC8,ELOC,0.619181357948937
IL1R2,ARHGAP11B,0.619180860758797
GNB5,LPCAT1,0.619179572824132
CIB1,TMSB4X,0.619175997441352
HLA-DPB1,FMNL1,0.619175487577099
DEUP1,TSGA10,0.619172704836998
BPI,MVB12B,0.619171397322749
SIGMAR1,CYB5A,0.619169508435801
RPL12,PRR5L,0.619169033372519
CD209,PNPLA7,0.619162567590253
EEF1G,DDAH1,0.619160821952941
DDX1,GNL3,0.619159975690661
SATB2,IGFBP7,0.619158535496696
PALLD,CALD1,0.619158149623263
EBNA1BP2,APRT,0.619156826499528
CENPK,SDC3,0.619156785779732
GATA2,MRC2,0.619156104145463
DLAT,ATAD3A,0.619154013633965
RAC1,MCM3AP,0.619149577024239
LEO1,MED18,0.619148342714345
FOXP1,SRPX,0.619148070327396
PCNA,TSEN2,0.61914795514586
HMGXB4,ACOX2,0.619144670748762
KHDRBS1,TMEM59,0.619144653974266
MTIF3,NUDCD3,0.619142685251892
CCL15,C8B,0.619142356416122
COL5A1,GYPB,0.619138343214798
MYO5A,SETD5,0.619137647669135
ZFHX3,C6orf47,0.619136333418653
JMJD1C,MSL2,0.619134551895677
HLA-B,MSN,0.619133104162414
ATL1,RAB3A,0.61913111477948
SMC2,TTF2,0.619128662594633
FCGR2B,CALB2,0.619127408652457
HMG20A,METTL17,0.619123934791207
GPX2,LOXL2,0.619121770362786
HSPA2,PSMC1,0.619119256657527
PTGES3,C11orf58,0.61911922428958
SUN2,HCLS1,0.619112229162248
DDX5,SUMO2,0.619110302561565
APEX1,TCEA1,0.619103597590656
KMT2D,PAPLN,0.619097001988832
GYS1,ALDH5A1,0.619096505496228
ARHGAP1,ATOX1,0.619093039965258
TRIM22,BTN3A3,0.619092978216252
PEMT,HSP90AA1,0.61908560045028
NUBP1,GARRE1,0.619082127133475
RAPGEF4,REG4,0.619077357454747
TRAPPC4,NGLY1,0.619075607679037
CXCL12,TNFAIP8L2,0.619075156279777
LPAR6,CXCL8,0.619066106663891
FCHO2,ZFHX3,0.619063746392578
NKX2-5,RND3,0.619062741293439
GARS1,MNAT1,0.619057131293586
ND3,SSBP1,0.619052989276387
PXMP2,CIAO2A,0.619052890786541
ERH,NUDCD1,0.619045787089928
TPX2,ITGB3BP,0.619044552271854
NMD3,CENPL,0.619044533887912
HNRNPU,RRM1,0.619043804026988
ANK2,RHO,0.619042597628386
CCR7,STK10,0.619042240836956
GSPT1,RBBP8,0.619040945158476
RPL4,EEA1,0.619037444999671
MYL12B,CALM2,0.619037297298931
ANXA4,CDK5R1,0.619036199412368
HSPD1,SRSF2,0.619036116719487
TRAP1,CDKN2C,0.619026745543853
INTS6,PPP2R3C,0.619026258035261
MRPS30,COX7A2,0.619026189949771
TMEM126B,KAT14,0.619025883306547
HSPA5,CAT,0.61902328727686
LMNB1,MAZ,0.619023176089155
CRIP2,BHLHE41,0.619021651113797
ANGPT2,GSS,0.619021280351162
GNB1,PSMD3,0.619020831273905
DLAT,ALDOA,0.619015384348206
EHD2,LDLRAD2,0.619013423832049
UBE2I,NUP85,0.619010943493983
FCGRT,CD33,0.61900877423549
UBE2V2,THOC7,0.619008584580466
FCGR3A,SIGLEC1,0.619006589868525
MRPL21,MRPS34,0.619003606199996
ASF1B,KCTD15,0.619002340687101
RTN2,IKZF4,0.619001648339587
OLA1,RAB2A,0.619001642155796
SSR4,CYRIA,0.619000134691275
HLX,MTARC2,0.619000131230347
GAPDH,PABPC3,0.618997977987725
PCDHGC3,TCEA1,0.618997736593018
ETFB,SERPIND1,0.618997629885979
ORC6,MEOX2,0.618995038592843
RPL36AL,EIF3D,0.61899112446808
CCT5,RPL29,0.618989732684756
HPF1,XRCC5,0.618984891266155
ACAA1,HMCES,0.618982316846377
CTSB,BCL2A1,0.618981384330132
STAG2,CALM2,0.618979433111376
APCS,BCL2A1,0.61897923933012
FKBP9,DPYD,0.618978926128005
DPYSL4,DNAAF4,0.61897766684315
SLC2A5,HS3ST1,0.618977301037251
CORO7,SRGAP3,0.618973175493203
MRPL17,STXBP1,0.618970788934799
POLR2E,H3C1,0.618969737499154
POLR2E,H3C4,0.618969737499154
POLR2E,H3C3,0.618969737499154
POLR2E,H3C6,0.618969737499154
POLR2E,H3C11,0.618969737499154
POLR2E,H3C8,0.618969737499154
POLR2E,H3C12,0.618969737499154
POLR2E,H3C10,0.618969737499154
POLR2E,H3C2,0.618969737499154
POLR2E,H3C7,0.618969737499154
MICAL1,DOCK8,0.618968650094438
ANPEP,TYROBP,0.618967167553636
HNRNPA1L2,XRCC6,0.618965522163608
CTSV,PLAUR,0.618964915349933
NANP,NAA20,0.618964498470033
DBF4,RBM15,0.61895589280406
AK2,PDXP,0.618952574464328
CNTFR,MYH14,0.618950610988608
CYP3A5,FMO5,0.618949935688158
RAB32,MSN,0.618949565229545
ELK4,PBK,0.618944664562958
ZNF414,ALKBH1,0.618939662351494
UBA5,UBE4A,0.618938494739597
FPR1,STAT4,0.618938126103623
FEN1,GGPS1,0.618936434770045
MEOX1,CDKL5,0.618935155626765
VMO1,VAMP8,0.618932328452864
KAT7,RBBP5,0.618931990686441
CKS1B,SERTAD2,0.618928897002108
PRMT1,PPP4C,0.618928532233691
SCAMP5,ATP2A2,0.618928364312366
CUL2,PRPF18,0.618928189016928
SND1,KPNA3,0.618925243014847
RPS6KA1,UBA52,0.618924945070938
NOD1,OSGIN1,0.618922014253754
NOP53,RPS9,0.618912840859663
DDOST,IGFBP2,0.618910748043673
ATP5F1B,CCDC92,0.618909664846772
BHLHE40,TRIP10,0.618902562535446
DOLPP1,GCC1,0.618900246376165
CDK16,NAA10,0.618900144878259
ZNF780A,ZNF665,0.618896543185464
LRPPRC,MICOS10,0.61889547260985
CEPT1,PHC3,0.618895152176931
LTA4H,NOL8,0.618894729963867
PPP4R2,THOC3,0.61889278497525
MOB3C,PPP2CA,0.618885841704091
RHOC,PPT1,0.618885600810865
DAPK1,NPL,0.618884425738498
PNP,LMF1,0.618879041929743
DPP6,HOOK2,0.618877275381339
PSMA6,ACTL6A,0.618876587550063
ABCC1,TBC1D8B,0.618876393905497
SYNCRIP,DPM1,0.618875091969183
CYB5A,ENPEP,0.618869494519656
CHEK1,HPRT1,0.618867453580525
CDKN1C,CBX5,0.618864077584615
MOSPD2,RPUSD2,0.618863061701939
IRF9,MTF1,0.618861633938472
PERP,TYR,0.61885505281287
ART4,TSSK1B,0.618854722239903
STAG2,RAB3A,0.618853748568492
DDX60,MADD,0.618850465167806
KIZ,GPANK1,0.618850372352445
MOB3A,PPP2R2C,0.618848655960677
GPR155,RAB7B,0.618846180695425
CSK,TTK,0.618843000624003
RPS24,SMARCC2,0.618840486081346
PWP2,RPS24,0.618840486081346
PSMD14,CLUH,0.618840486081346
CEPT1,PTRH2,0.618829152620893
NFKBIA,ANKRD13A,0.618826408107496
PIK3AP1,ACP2,0.618825570153052
L1CAM,VAMP2,0.618820512648516
COL1A1,F13A1,0.618818548053031
ODF2L,MTUS1,0.618813096400499
DNAJC21,ZCCHC7,0.618811389535354
SEMA4D,AP1G2,0.618811113557334
ELAVL2,LGALS1,0.618804556657501
CLTC,SRP72,0.618803421309469
PWP1,TMA16,0.61880303871431
PLGLB2,MBNL3,0.61880162786922
HIPK1,ERC2,0.618797298113128
HIPK3,ERC2,0.618797298113128
MFSD11,PIP5K1A,0.61879360424192
OR6V1,FAM135B,0.618788083815946
UNK,PPP6R2,0.618785417278438
POLK,MAGI1,0.618784470406745
ADH4,LDHD,0.618782360685392
GIPC1,SNRPD1,0.618778566016742
CDK4,MCM4,0.618776624445532
ARHGAP21,YBX3,0.618775851230448
DDX19B,RPL29,0.618775365733149
MAB21L1,SH3BP2,0.618772951508834
DNAH5,RPS12,0.618768421450349
ATP2A2,SH3BGRL2,0.618766564239194
HAPSTR1,UBE2A,0.618766018805573
LPAR6,FYN,0.618764998327355
GLDC,PPP1R2,0.618764212300505
YWHAQ,MTREX,0.618763339527113
FEN1,MAP1LC3B,0.618762924330685
LCP2,PLEKHO1,0.618758395595288
RPL7L1,EXOSC5,0.61875226663777
EIF1AX,PLOD3,0.618748426470923
PLOD3,EIF1AY,0.618748426470923
HSPG2,PABPC4,0.618746098399206
PABPC1,HSPG2,0.618746098399206
AKAP13,LRRC8A,0.618742869872594
ADA,PABPC1,0.618741692189552
