Gene1,Gene2,Score
H2AC15,H2BC12,3.98275982838959
H2AC4,H2BC15,3.98275982838959
H2AC11,H2BC11,3.98275982838959
H2AC4,H2BC11,3.98275982838959
H2AC4,H2BC12,3.98275982838959
H2AC17,H2BC15,3.98275982838959
H2AC18,H2BC15,3.98275982838959
H2BC15,H2AC11,3.98275982838959
H2BC12,H2AC11,3.98275982838959
RPL23AP82,MRPS10,3.98249536547268
RPS18,MRPL17,3.98217394015381
H2AC7,H2BC21,3.9821375571123
H2AC7,H2BC17,3.9821375571123
H2AC7,H2BC4,3.9821375571123
H2AC7,H2BC10,3.9821375571123
H2AC7,H2BC9,3.9821375571123
H2AC7,H2BC6,3.9821375571123
H2AC7,H2BC7,3.9821375571123
H2AC7,H2BC8,3.9821375571123
DNAJA2,HSPA1B,3.98207495926952
H3-3B,H4C14,3.98202844536501
H3-3B,H4C5,3.98202844536501
H3-3B,H4C13,3.98202844536501
H3-3A,H4C2,3.98202844536501
H4C16,H3-3A,3.98202844536501
H4C16,H3-3B,3.98202844536501
H3-3A,H4C9,3.98202844536501
H3-3A,H4C1,3.98202844536501
H3-3A,H4C4,3.98202844536501
H3-3A,H4C6,3.98202844536501
H3-3A,H4C12,3.98202844536501
H3-3A,H4C11,3.98202844536501
H3-3B,H4C2,3.98202844536501
H3-3A,H4C8,3.98202844536501
H3-3A,H4C3,3.98202844536501
H3-3A,H4C5,3.98202844536501
H3-3B,H4C6,3.98202844536501
H3-3B,H4C8,3.98202844536501
H3-3A,H4C13,3.98202844536501
H3-3B,H4C11,3.98202844536501
H3-3B,H4C12,3.98202844536501
H3-3B,H4C3,3.98202844536501
H3-3B,H4C4,3.98202844536501
H3-3B,H4C1,3.98202844536501
H3-3B,H4C9,3.98202844536501
H3-3A,H4C14,3.98202844536501
NDUFS7,NDUFS8,3.98201828554889
RPL11,RPL15,3.98200165894094
BAD,BCL2L1,3.98190759360986
RPL10A,RPL12,3.98104908680213
SNRPB,SNRPD3,3.98103733380653
H2AX,H2BC12L,3.98007326983037
H2BC12L,H2AC6,3.98007326983037
H2BC3,H4C5,3.98003717719665
H2BC3,H4C1,3.98003717719665
H2BC3,H4C11,3.98003717719665
H2BC5,H4C3,3.98003717719665
H2BC5,H4C8,3.98003717719665
H2BC5,H4C2,3.98003717719665
H2BC5,H4C5,3.98003717719665
H2BC5,H4C13,3.98003717719665
H2BC5,H4C14,3.98003717719665
H2BC3,H4C9,3.98003717719665
H2BC5,H4C6,3.98003717719665
H2BC3,H4C4,3.98003717719665
H2BC3,H4C6,3.98003717719665
H2BC3,H4C12,3.98003717719665
H2BC3,H4C3,3.98003717719665
H2BC5,H4C12,3.98003717719665
H2BC5,H4C4,3.98003717719665
H2BC5,H4C1,3.98003717719665
H2BC3,H4C8,3.98003717719665
H2BC3,H4C2,3.98003717719665
H2BC3,H4C13,3.98003717719665
H2BC3,H4C14,3.98003717719665
H2BC5,H4C9,3.98003717719665
H4C16,H2BC3,3.98003717719665
H4C16,H2BC5,3.98003717719665
H2BC5,H4C11,3.98003717719665
RPS9,RPS14,3.97948975279967
H2BC5,H2AC4,3.97925941079252
H2BC3,H2AC4,3.97925941079252
H2BC3,H2AC18,3.97925941079252
H2BC3,H2AC16,3.97925941079252
H2BC3,H2AC15,3.97925941079252
H2BC3,H2AC13,3.97925941079252
H2BC5,H2AC11,3.97925941079252
H2AC8,H2BC5,3.97925941079252
H2AC8,H2BC3,3.97925941079252
H2BC5,H2AC13,3.97925941079252
H2BC3,H2AC17,3.97925941079252
H2BC5,H2AC15,3.97925941079252
H2BC3,H2AC11,3.97925941079252
H2AC7,H2BC12,3.97867175921686
H2AC7,H2BC15,3.97867175921686
PSMA1,PSMA4,3.97860511548371
PSMA1,PSMA6,3.97787595110679
ND5,NDUFS3,3.97747107438883
NFKB2,NFKBIA,3.97741592133831
H2AC16,H2BC13,3.97739414569824
HSPA4,DNAJC11,3.97703846398199
H2AX,H2BC14,3.97661502521372
H2BC26,H2AC6,3.97661502521372
H2BC26,H2AX,3.97661502521372
H2AC6,H2BC14,3.97661502521372
RPL12,RPL35A,3.97661235220898
RPS11,RPS24,3.97654148381801
H2BC13,H4C14,3.97616011850887
H2BC13,H4C13,3.97616011850887
H2BC13,H4C5,3.97616011850887
H2BC13,H4C2,3.97616011850887
H2BC13,H4C3,3.97616011850887
H2BC13,H4C1,3.97616011850887
H2BC13,H4C11,3.97616011850887
H4C16,H2BC13,3.97616011850887
H4C9,H2BC13,3.97616011850887
H2BC13,H4C8,3.97616011850887
H2BC13,H4C4,3.97616011850887
H2BC13,H4C6,3.97616011850887
H2BC13,H4C12,3.97616011850887
DNAJA2,HSPA1A,3.97609358184731
H2BC12L,H2AC25,3.97604283287707
RPL12,RPS6,3.97581180573759
RPL35A,RPS7,3.97563012189841
ATP5MG,NDUFC2,3.97558051517807
RPL17,RPL26,3.97556361907787
H2AC7,H2BC3,3.97506873888018
H2AC7,H2BC5,3.97506873888018
TAF13,CCNH,3.97403927872202
EIF4A1,RPS15,3.97379666511854
RPL35A,RPS13,3.97357739185103
ND5,NDUFS1,3.97320241442429
H2AX,H2BC13,3.9727395859936
H2BC14,H2AC25,3.97248599865537
H2BC26,H2AC25,3.97248599865537
EIF3E,RPL26,3.97224299208788
HSPA8,DNAJB9,3.97222836330202
PSMD2,PAAF1,3.97219236259185
LARP1,YWHAG,3.97219236259185
SMNDC1,SF3B3,3.97219236259185
RPS4X,RPS15A,3.9721617130877
EEF1B2,RPL41,3.97213852497978
SKP1,CUL1,3.97206119011878
RPL19,RPS27,3.97198360644008
H2BC12L,H2AC13,3.97182848431939
H2AC8,H2BC12L,3.97182848431939
H2BC12L,H2AC16,3.97182848431939
H2BC12L,H2AC15,3.97182848431939
H2BC12L,H2AC4,3.97182848431939
H2BC12L,H2AC17,3.97182848431939
H2BC12L,H2AC18,3.97182848431939
H2BC12L,H2AC11,3.97182848431939
H2BC12L,H4C4,3.97151874358149
H4C16,H2BC12L,3.97151874358149
H2BC12L,H4C9,3.97151874358149
H2BC12L,H4C1,3.97151874358149
H2BC12L,H4C2,3.97151874358149
H2BC12L,H4C6,3.97151874358149
H2BC12L,H4C12,3.97151874358149
H2BC12L,H4C11,3.97151874358149
H2BC12L,H4C3,3.97151874358149
H2BC12L,H4C8,3.97151874358149
H2BC12L,H4C5,3.97151874358149
H2BC12L,H4C13,3.97151874358149
H2BC12L,H4C14,3.97151874358149
MCM6,MCM10,3.97124337924381
F2,F5,3.97045484849211
PSMA1,PSMA2,3.97008241847729
PSMD7,PSMD12,3.97007439094152
H2BC26,H4C8,3.96996594983495
H2BC26,H4C1,3.96996594983495
H2BC26,H4C9,3.96996594983495
H2BC26,H4C14,3.96996594983495
H2BC26,H4C13,3.96996594983495
H2BC26,H4C5,3.96996594983495
H2BC26,H4C2,3.96996594983495
H2BC26,H4C3,3.96996594983495
H2BC26,H4C11,3.96996594983495
H2BC26,H4C12,3.96996594983495
H2BC26,H4C6,3.96996594983495
H2BC26,H4C4,3.96996594983495
H4C16,H2BC26,3.96996594983495
RPS2,RPL23,3.96984794019356
MCM7,MCM10,3.96934067395585
H2AC17,H4C11,3.96932089107892
H2BC6,H2AC12,3.96928565091724
H2BC8,H2AC12,3.96928565091724
H2BC21,H2AC12,3.96928565091724
H2BC17,H2AC12,3.96928565091724
H2BC4,H2AC12,3.96928565091724
H2BC7,H2AC12,3.96928565091724
H2BC10,H2AC12,3.96928565091724
H2BC9,H2AC12,3.96928565091724
RPL12,RPS8,3.96888337680577
RPL11,RPS7,3.96879027957369
RPS13,RPL14,3.9685780949594
RPL12,RPL24,3.96848420320016
H2BC26,H2AC4,3.96816770283378
H2BC26,H2AC16,3.96816770283378
H2AC4,H2BC14,3.96816770283378
H2BC26,H2AC15,3.96816770283378
H2BC26,H2AC13,3.96816770283378
H2BC26,H2AC17,3.96816770283378
H2BC26,H2AC18,3.96816770283378
H2BC26,H2AC11,3.96816770283378
H2BC26,H2AC8,3.96816770283378
H2AC13,H2BC14,3.96816770283378
H2AC15,H2BC14,3.96816770283378
H2AC16,H2BC14,3.96816770283378
H2AC8,H2BC14,3.96816770283378
H2AC17,H2BC14,3.96816770283378
H2BC14,H2AC11,3.96816770283378
H2AC18,H2BC14,3.96816770283378
PSMA4,PSMB1,3.96808021497721
H2AC6,H4C5,3.96784391097132
H4C16,H2AC6,3.96784391097132
H4C9,H2AC6,3.96784391097132
H2AC6,H4C1,3.96784391097132
H2AC6,H4C4,3.96784391097132
H2AC6,H4C6,3.96784391097132
H2AC6,H4C12,3.96784391097132
H2AC6,H4C11,3.96784391097132
H2AC6,H4C3,3.96784391097132
H2AC6,H4C8,3.96784391097132
H2AC6,H4C2,3.96784391097132
H2AC6,H4C13,3.96784391097132
H2AC6,H4C14,3.96784391097132
H2AC7,H2BC12L,3.96741752688363
RPL12,RPS12,3.96716852337082
RPL18A,RPS15,3.96683198678521
DNAJA2,HSPA6,3.96679981018225
HYOU1,DNAJA3,3.96630429571511
DNAJA2,HSPA13,3.96603537330349
H2BC14,H4C4,3.96595047859267
H2BC14,H4C1,3.96595047859267
H2BC14,H4C8,3.96595047859267
H4C9,H2BC14,3.96595047859267
H4C16,H2BC14,3.96595047859267
H2BC14,H4C6,3.96595047859267
H2BC14,H4C12,3.96595047859267
H2BC14,H4C11,3.96595047859267
H2BC14,H4C3,3.96595047859267
H2BC14,H4C13,3.96595047859267
H2BC14,H4C2,3.96595047859267
H2BC14,H4C5,3.96595047859267
H2BC14,H4C14,3.96595047859267
XRCC6,XRCC5,3.96553110754446
MAPK1,MAP2K1,3.9655211668247
H2BC15,H2AC12,3.96549864601099
H2AC12,H2BC12,3.96549864601099
H2AC12,H2BC11,3.96549864601099
COL1A1,COL1A2,3.96499590027801
RPL35A,RPS15A,3.96474809605655
DNAJA2,HSPA2,3.9646875646843
RPL5,RPL32,3.96453351961542
RPL7A,RPL12,3.964434518195
H4C9,H2AC25,3.96432280264028
H4C3,H2AC25,3.96432280264028
H4C16,H2AC25,3.96432280264028
H4C1,H2AC25,3.96432280264028
H4C4,H2AC25,3.96432280264028
H4C6,H2AC25,3.96432280264028
H4C12,H2AC25,3.96432280264028
H4C11,H2AC25,3.96432280264028
H4C13,H2AC25,3.96432280264028
H4C8,H2AC25,3.96432280264028
H4C2,H2AC25,3.96432280264028
H4C5,H2AC25,3.96432280264028
H4C14,H2AC25,3.96432280264028
RPL9,RPS13,3.96428267896904
H2AX,H4C3,3.96410889494733
H2AX,H4C4,3.96410889494733
H2AX,H4C1,3.96410889494733
H2AX,H4C9,3.96410889494733
H2AX,H4C6,3.96410889494733
H4C16,H2AX,3.96410889494733
H2AX,H4C12,3.96410889494733
H2AX,H4C11,3.96410889494733
H2AX,H4C13,3.96410889494733
H2AX,H4C8,3.96410889494733
H2AX,H4C5,3.96410889494733
H2AX,H4C14,3.96410889494733
H2AX,H4C2,3.96410889494733
H2AC15,H2BC13,3.96406359665772
H2AC8,H2BC13,3.96406359665772
H2BC13,H2AC11,3.96406359665772
H2AC4,H2BC13,3.96406359665772
H2AC13,H2BC13,3.96406359665772
RPL27,RPL38,3.96385097671899
H2BC26,H2AC7,3.96364704909973
H2AC7,H2BC14,3.96364704909973
COX4I1,ATP5MC1,3.96353127928138
RPL24,RPS8,3.96337535052083
ND2,NDUFS8,3.96292466711367
RPS2,MRPL24,3.96162318863403
H2AC18,H4C3,3.96160407662562
H2AC18,H4C1,3.96160407662562
H2AC18,H4C4,3.96160407662562
H2AC18,H4C6,3.96160407662562
H2AC18,H4C12,3.96160407662562
H2AC18,H4C11,3.96160407662562
H2AC18,H4C2,3.96160407662562
H2AC18,H4C8,3.96160407662562
H4C16,H2AC18,3.96160407662562
H2AC18,H4C5,3.96160407662562
H2AC18,H4C13,3.96160407662562
H2AC18,H4C14,3.96160407662562
H4C9,H2AC18,3.96160407662562
H2BC5,H2AC12,3.96155922267343
H2BC3,H2AC12,3.96155922267343
HSPA9,GRPEL1,3.96142771507097
PSMA2,PSMA5,3.96120899623908
H2AC15,H4C12,3.96112570464893
H2AC13,H4C5,3.96112570464893
H2AC13,H4C13,3.96112570464893
H2AC13,H4C14,3.96112570464893
H2AC15,H4C1,3.96112570464893
H2AC15,H4C4,3.96112570464893
H2AC15,H4C6,3.96112570464893
H2AC15,H4C11,3.96112570464893
H2AC13,H4C8,3.96112570464893
H2AC15,H4C3,3.96112570464893
H2AC15,H4C8,3.96112570464893
H2AC15,H4C2,3.96112570464893
H2AC15,H4C5,3.96112570464893
H2AC15,H4C13,3.96112570464893
H2AC13,H4C2,3.96112570464893
H2AC13,H4C11,3.96112570464893
H2AC13,H4C3,3.96112570464893
H2AC16,H4C1,3.96112570464893
H2AC13,H4C12,3.96112570464893
H2AC13,H4C6,3.96112570464893
H2AC13,H4C4,3.96112570464893
H2AC13,H4C1,3.96112570464893
H4C9,H2AC11,3.96112570464893
H4C9,H2AC17,3.96112570464893
H4C9,H2AC16,3.96112570464893
H4C9,H2AC15,3.96112570464893
H4C9,H2AC13,3.96112570464893
H4C16,H2AC11,3.96112570464893
H4C16,H2AC16,3.96112570464893
H4C16,H2AC15,3.96112570464893
H4C16,H2AC13,3.96112570464893
H2AC15,H4C14,3.96112570464893
H4C16,H2AC17,3.96112570464893
H2AC16,H4C4,3.96112570464893
H2AC17,H4C8,3.96112570464893
H4C14,H2AC11,3.96112570464893
H4C13,H2AC11,3.96112570464893
H4C5,H2AC11,3.96112570464893
H4C2,H2AC11,3.96112570464893
H4C8,H2AC11,3.96112570464893
H4C3,H2AC11,3.96112570464893
H4C11,H2AC11,3.96112570464893
H4C12,H2AC11,3.96112570464893
H4C4,H2AC11,3.96112570464893
H4C1,H2AC11,3.96112570464893
H2AC17,H4C14,3.96112570464893
H2AC17,H4C13,3.96112570464893
H2AC17,H4C5,3.96112570464893
H2AC17,H4C2,3.96112570464893
H4C6,H2AC11,3.96112570464893
H2AC17,H4C3,3.96112570464893
H2AC16,H4C5,3.96112570464893
H2AC16,H4C12,3.96112570464893
H2AC16,H4C11,3.96112570464893
H2AC17,H4C12,3.96112570464893
H2AC16,H4C3,3.96112570464893
H2AC16,H4C8,3.96112570464893
H2AC16,H4C2,3.96112570464893
H2AC16,H4C6,3.96112570464893
H2AC16,H4C13,3.96112570464893
H2AC16,H4C14,3.96112570464893
H2AC17,H4C1,3.96112570464893
H2AC17,H4C4,3.96112570464893
H2AC17,H4C6,3.96112570464893
RPS9,RPS15,3.96109907604795
RPL11,RPS3,3.96071155679203
H2AC8,H4C11,3.96066810092802
H2AC8,H4C13,3.96066810092802
H2AC8,H4C5,3.96066810092802
H2AC8,H4C2,3.96066810092802
H2AC8,H4C8,3.96066810092802
H2AC8,H4C3,3.96066810092802
H2AC8,H4C1,3.96066810092802
H2AC8,H4C12,3.96066810092802
H2AC8,H4C6,3.96066810092802
H2AC8,H4C4,3.96066810092802
H4C16,H2AC8,3.96066810092802
H4C16,H2AC4,3.96066810092802
H4C9,H2AC4,3.96066810092802
H2AC8,H4C9,3.96066810092802
H2AC8,H4C14,3.96066810092802
H2AC4,H4C13,3.96066810092802
H2AC4,H4C14,3.96066810092802
H2AC4,H4C4,3.96066810092802
H2AC4,H4C6,3.96066810092802
H2AC4,H4C12,3.96066810092802
H2AC4,H4C11,3.96066810092802
H2AC4,H4C3,3.96066810092802
H2AC4,H4C8,3.96066810092802
H2AC4,H4C2,3.96066810092802
H2AC4,H4C5,3.96066810092802
H2AC4,H4C1,3.96066810092802
RPS25,RPS27A,3.96058950919255
PSMC1,PSMD7,3.96035949314895
CCNB2,CDK1,3.96022061554552
SF3A1,SF3A2,3.95964637543002
RPL13A,RPLP1,3.95952941233716
H2AC14,H2BC10,3.95942427233779
H2AC14,H2BC7,3.95942427233779
H2AC14,H2BC6,3.95942427233779
H2AC14,H2BC9,3.95942427233779
H2AC14,H2BC8,3.95942427233779
H2AC14,H2BC4,3.95942427233779
H2AC14,H2BC17,3.95942427233779
H2AC14,H2BC21,3.95942427233779
H2AC7,H2BC13,3.95941908845592
DNAJA1,HSPA2,3.95912157902847
RPS13,RPS25,3.9588709815575
RPL15,RPS15A,3.9587653323519
RPL10,RPL12,3.95874116529791
RPL24,RPS23,3.95866174457859
RPL5,RPL12,3.95856066075876
RPL11,RPS17,3.95845863835768
PSMA1,PSMB1,3.95834056067843
H2AC7,H4C11,3.95730871922628
H2AC7,H4C9,3.95730871922628
H2AC7,H4C1,3.95730871922628
H4C16,H2AC7,3.95730871922628
H2AC7,H4C4,3.95730871922628
H2AC7,H4C6,3.95730871922628
H2AC7,H4C12,3.95730871922628
H2AC7,H4C5,3.95730871922628
H2AC7,H4C3,3.95730871922628
H2AC7,H4C8,3.95730871922628
H2AC7,H4C2,3.95730871922628
H2AC7,H4C13,3.95730871922628
H2AC7,H4C14,3.95730871922628
RPL21,RPL26,3.95658185335853
HSPA8,GRPEL1,3.95614046570227
MRPS17,RPL17,3.9561304716225
RPS3A,RPS15,3.95596043459923
RPLP1,RPS16,3.95584164130963
RPL7,RPL18,3.95580121981908
RPL11,RPS4X,3.95563960508307
H2AC14,H2BC11,3.95538549339349
H2AC14,H2BC12,3.95538549339349
H2AC14,H2BC15,3.95538549339349
ELOC,ELOB,3.95514266840511
RPS14,RPS15,3.9551418571602
MCM3,MCM4,3.95511860603311
RPS9,RPS11,3.95469594585626
CHEK1,CLSPN,3.95456178491651
CDK2,CKS1B,3.95421714805541
ELP4,ELP3,3.95364334419258
H2BC12L,H2AC12,3.95320728594015
GRPEL2,HSPA8,3.95274698748807
PSMD2,PSMD13,3.95266400414908
RPL35A,RPL14,3.9525365882938
MRPL3,MRPS17,3.95249477235952
RPS6,RPS23,3.95194795625854
DNAJA1,HSPA8,3.95176388297683
RPS17,UBA52,3.95151015489616
RPL3,RPL7,3.95147310295024
H2BC5,H2AC14,3.95132023304498
H2BC3,H2AC14,3.95132023304498
RPL5,RPS15,3.95122347077312
RPL23A,RPS3,3.95027183524331
SEC61A2,RPS2,3.95025568534674
RPL11,RPLP2,3.94979323425413
HSPA14,DNAJA4,3.94977320032146
RPL32,RPLP2,3.94962525492975
ND1,ND4L,3.94942836479544
H2BC26,H2AC12,3.94931557225443
H2BC14,H2AC12,3.94931557225443
RPL27,RPL14,3.94918181227774
HSPA4,DNAJC10,3.94907127917992
RPL19,RPS11,3.94902319255278
COX1,COX3,3.94840862250112
RPL13A,RPL31,3.94742186387103
RPL11,RPL31,3.94730593054136
DNAJA1,HSPA1B,3.94684499346319
H3C14,H4C4,3.94681497614383
H4C16,H3C14,3.94681497614383
H3C14,H4C9,3.94681497614383
H3C14,H4C1,3.94681497614383
H3C14,H4C6,3.94681497614383
H3C14,H4C11,3.94681497614383
H3C14,H4C3,3.94681497614383
H3C14,H4C14,3.94681497614383
H3C14,H4C13,3.94681497614383
H3C14,H4C5,3.94681497614383
H3C14,H4C8,3.94681497614383
H3C14,H4C2,3.94681497614383
H3C14,H4C12,3.94681497614383
RPL6,RPL7,3.94648533576858
RPL9,RPL31,3.94612922110433
H4C4,H2AC12,3.94595622395417
H4C16,H2AC12,3.94595622395417
H4C9,H2AC12,3.94595622395417
H4C1,H2AC12,3.94595622395417
H4C2,H2AC12,3.94595622395417
H4C6,H2AC12,3.94595622395417
H4C12,H2AC12,3.94595622395417
H4C11,H2AC12,3.94595622395417
H4C3,H2AC12,3.94595622395417
H4C14,H2AC12,3.94595622395417
H4C13,H2AC12,3.94595622395417
H4C5,H2AC12,3.94595622395417
H4C8,H2AC12,3.94595622395417
RPL24,RPS15A,3.94553302048221
RPL9,RPL35A,3.94520381211595
H2BC13,H2AC12,3.94494353952414
RPL31,RPS13,3.94491828699973
RPS16,RPS17,3.94491716471044
FARSB,FARSA,3.9446581925672
NFKB1,NFKBIA,3.94463181454466
HSPA5,DNAJA4,3.94431353130784
EIF4E,EIF4EBP1,3.94422694171809
RPL23A,RPS20,3.94404712397549
RPL26,RPS28,3.94384945251656
RPL24,RPL31,3.94354232112606
RPL24,RPS25,3.94344821019211
RPL32,RPS3,3.94290369297723
H2BC12L,H2AC14,3.94288605293265
RPS15,RPS18,3.94248075406898
RPL13A,RPL11,3.94240147878826
CLPX,LONP2,3.9421732563565
PSMA6,PSMA7,3.94211574126989
CYC1,NDUFS7,3.94208166779596
RPL30,RPS15A,3.94193743925427
SMARCC2,SMARCD1,3.94185383149868
RPLP1,RPS5,3.94164856042377
RPL9,RPL24,3.94156804921823
TAF1,TAF5,3.94147505134996
RPL26,RPS4X,3.94131831570315
RPL10,RPS15,3.94067823766789
DNAJA1,HSPA1A,3.9405256813611
PSMC2,PSMD8,3.94049017490251
DNAJB9,HSPA14,3.94047438846138
RPL11,MRPS14,3.94026883750735
RPL10A,RPS15A,3.93947139363828
ORC2,ORC4,3.93926975201262
RPS5,RPS20,3.93909355128911
RPS15,RPS19,3.93902346151526
UQCRQ,NDUFA2,3.93884588851915
RPL11,RPS6,3.93877331748745
H2BC26,H2AC14,3.93871584980419
H2AC14,H2BC14,3.93871584980419
RPL31,RPS25,3.93859990719533
RPL37,RPL38,3.93841836157397
LSM3,LSM2,3.93836439188795
RPS15A,MRPS14,3.93810840496146
RPL5,RPLP2,3.93799610047957
PSMC1,PSMD12,3.93794491949953
RPL8,RPS2,3.93792268418196
H2AC20,H2BC8,3.9376745541911
H2AC20,H2BC21,3.9376745541911
H2AC20,H2BC17,3.9376745541911
H2AC20,H2BC4,3.9376745541911
H2AC20,H2BC10,3.9376745541911
H2AC20,H2BC9,3.9376745541911
H2AC20,H2BC6,3.9376745541911
H2AC20,H2BC7,3.9376745541911
NDUFS7,ATP5F1B,3.93754418599057
RPL19,RPL22,3.93753840971133
H2AC14,H4C14,3.93750297760438
H4C16,H2AC14,3.93750297760438
H4C9,H2AC14,3.93750297760438
H2AC14,H4C1,3.93750297760438
H2AC14,H4C4,3.93750297760438
H2AC14,H4C6,3.93750297760438
H2AC14,H4C12,3.93750297760438
H2AC14,H4C3,3.93750297760438
H2AC14,H4C8,3.93750297760438
H2AC14,H4C2,3.93750297760438
H2AC14,H4C5,3.93750297760438
H2AC14,H4C13,3.93750297760438
H2AC14,H4C11,3.93750297760438
RPL9,RPL34,3.93685317656044
SF3B3,SF3B1,3.93666735884822
RPL12,RPS5,3.93666506576979
MRPL15,MRPS5,3.93657011170623
RPL10A,RPS5,3.93647900705367
APOA1,APOB,3.93646237123816
HSPA1L,DNAJB9,3.93605617899274
RPS3,RPS15A,3.93576545602091
PSMD7,PSMD8,3.9357124411732
TRUB1,PNPT1,3.93534988043155
PSMC1,PSMC2,3.93526149128097
RPL36,RPS11,3.93425882602804
H2AC14,H2BC13,3.93402939782282
HSPH1,DNAJA1,3.93385477193822
H2AC20,H2BC15,3.9332893438468
H2AC20,H2BC11,3.9332893438468
H2AC20,H2BC12,3.9332893438468
H3C3,H4C6,3.93323186551983
H3-3A,H2BC6,3.93310655509298
H3-3A,H2BC10,3.93310655509298
H3-3B,H2BC6,3.93310655509298
H3-3A,H2BC4,3.93310655509298
H3-3A,H2BC9,3.93310655509298
H3-3B,H2BC21,3.93310655509298
H3-3B,H2BC17,3.93310655509298
H3-3B,H2BC4,3.93310655509298
H3-3B,H2BC10,3.93310655509298
H3-3B,H2BC9,3.93310655509298
H3-3A,H2BC8,3.93310655509298
H3-3A,H2BC7,3.93310655509298
H3-3B,H2BC7,3.93310655509298
H3-3B,H2BC8,3.93310655509298
H3-3A,H2BC21,3.93310655509298
H3-3A,H2BC17,3.93310655509298
NDUFAB1,CBR4,3.93279629444425
RPL8,RPL11,3.93234530966471
RPS15,RPL23,3.93212325456094
MRPL4,RPS15,3.93200117925352
COX18,MRPL34,3.93177595502599
LSM5,LSM3,3.93174045440765
H2AC21,H2BC17,3.93143362445622
H2AC21,H2BC21,3.93143362445622
H2AC21,H2BC8,3.93143362445622
H2AC21,H2BC4,3.93143362445622
H2AC21,H2BC10,3.93143362445622
H2AC21,H2BC9,3.93143362445622
H2AC21,H2BC6,3.93143362445622
H2AC21,H2BC7,3.93143362445622
RPS2,RPS4X,3.93090462245166
RPL12,RPS25,3.93081003934938
PSMD12,PSMD6,3.93051187308581
RPL9,RPS7,3.93038725505586
RPS15A,RPS27A,3.93016178335136
RPL26,RPL27A,3.93009722711035
H3-3B,H2BC15,3.93006516928066
H3-3B,H2BC12,3.93006516928066
H3-3B,H2BC11,3.93006516928066
H3-3A,H2BC12,3.93006516928066
H3-3A,H2BC11,3.93006516928066
H3-3A,H2BC15,3.93006516928066
RPS9,RPS18,3.93001818678762
RPL11,RPS18,3.92997265245253
RPL11,RPL23A,3.92983262625861
RPL7A,RPS15A,3.92963651607215
SNRPD2,SNRPF,3.92942423464695
PSMD4,PSMD8,3.92888803781375
RPS5,RPS8,3.92886839080344
H2AC21,H4C9,3.92886693888731
H2AC21,H4C2,3.92886693888731
H2AC21,H4C5,3.92886693888731
H2AC21,H4C1,3.92886693888731
H4C16,H2AC21,3.92886693888731
H2AC21,H4C12,3.92886693888731
H2AC21,H4C11,3.92886693888731
H2AC21,H4C3,3.92886693888731
H2AC21,H4C8,3.92886693888731
H2AC21,H4C6,3.92886693888731
H2AC21,H4C4,3.92886693888731
H2AC21,H4C13,3.92886693888731
H2AC21,H4C14,3.92886693888731
H2BC5,H2AC20,3.92871676804084
H2BC3,H2AC20,3.92871676804084
ATP5MG,NDUFB1,3.92847768372099
RPL11,RPS5,3.92818083508962
RPL11,RPL17,3.92798507619907
LSM1,LSM2,3.92732338263865
H2BC5,H3-3A,3.92689455977922
H2BC3,H3-3B,3.92689455977922
H2BC5,H3-3B,3.92689455977922
H2BC3,H3-3A,3.92689455977922
H2AC21,H2BC11,3.92687461984386
H2AC21,H2BC15,3.92687461984386
H2AC21,H2BC12,3.92687461984386
TAF6,TAF9,3.92686211682417
RPL19,RPL23,3.92639720095005
RPL19,RPL37,3.92623898921647
RPL19,RPL34,3.92588690206532
EIF4E,EIF4G1,3.92584746716502
ORC1,ORC2,3.92570939026498
RPL8,RPS11,3.92521854180765
RPS11,MRPL24,3.9251897548474
RPL11,RPS23,3.92515658980004
RPL10A,RPL10,3.92498708378127
HSPA14,DNAJA3,3.924931549293
H2AC1,H2BC9,3.92481038669083
H2AC1,H2BC10,3.92481038669083
H2AC1,H2BC6,3.92481038669083
H2AC1,H2BC21,3.92481038669083
H2AC1,H2BC17,3.92481038669083
H2AC1,H2BC7,3.92481038669083
H2AC1,H2BC8,3.92481038669083
H2AC1,H2BC4,3.92481038669083
RPL26,RPL30,3.92435023475769
LARP1,YWHAB,3.92417655294378
CNOT1,BTG2,3.92417655294378
RPS11,RPS13,3.92390088001044
RPL24,RPS2,3.92388248297418
RPL24,RPL35A,3.92353623210896
RPL7,RPS5,3.92341648754627
PEX19,PEX3,3.92295018823144
RPL37,RPS11,3.92285045429163
RPS7,RPS25,3.92269963543503
RPL12,RPS7,3.92244210439625
LSM6,LSM1,3.92226132777042
H2BC3,H2AC21,3.92212002763301
H2BC5,H2AC21,3.92212002763301
GAPDH,PGK1,3.9215476835443
MRPL16,RPL23,3.92058097142734
PSMD8,PSMD6,3.92039437496478
H3-3B,H2BC12L,3.92013366162498
H3-3A,H2BC12L,3.92013366162498
H2AC1,H2BC15,3.92006580363246
H2AC1,H2BC12,3.92006580363246
H2AC1,H2BC11,3.92006580363246
HSPA1B,DNAJB9,3.91993081641594
MRPL4,MRPS10,3.91941568123376
MCM3,CDC45,3.91929377549943
RPL9,RPS5,3.91921286783408
H2BC12L,H2AC20,3.91896277106108
ND4L,NDUFS8,3.91896173224513
RPL5,RPS8,3.91894376957243
ND5,NDUFV1,3.91886352028156
NFYB,POLE4,3.91840768869691
H2AC20,H4C12,3.91829781106437
H2AC20,H4C14,3.91829781106437
