ncRNA_Name,ncRNA_Type,Drug_Name,DrugBank_ID,CID,miRNA_ID,Drug_ID,Pair_ID,PairEvidenceCount
hsa-mir-1226-3p,miRNA,FLUOROURACIL,DB00544,3385,33,7,33_7,1
hsa-mir-1226-3p,miRNA,GEMCITABINE,DB00441,60750,33,55,33_55,1
hsa-mir-1226-3p,miRNA,DOXORUBICIN,DB00997,31703,33,89,33_89,1
hsa-mir-1226-3p,miRNA,IMATINIB,DB00619,5291,33,41,33_41,1
hsa-mir-1226-3p,miRNA,CISPLATIN,DB00515,5460033,33,103,33_103,1
hsa-mir-1226-3p,miRNA,TAMOXIFEN,DB00675,2733525,33,123,33_123,1
hsa-mir-1226-3p,miRNA,SORAFENIB,DB00398,216239,33,74,33_74,1
hsa-mir-1226-3p,miRNA,OXALIPLATIN,DB00526,6857599,33,204,33_204,1
hsa-mir-1228-3p,miRNA,FLUOROURACIL,DB00544,3385,35,7,35_7,1
hsa-mir-1228-3p,miRNA,GEMCITABINE,DB00441,60750,35,55,35_55,1
hsa-mir-1228-3p,miRNA,IMATINIB,DB00619,5291,35,41,35_41,1
hsa-mir-1228-3p,miRNA,PLATINUM,DB12257,23939,35,188,35_188,1
hsa-mir-1228-3p,miRNA,GEFITINIB,DB00317,123631,35,84,35_84,1
hsa-mir-1228-3p,miRNA,PONATINIB,DB08901,24826799,35,140,35_140,1
hsa-mir-1228-3p,miRNA,TAMOXIFEN,DB00675,2733525,35,123,35_123,1
hsa-mir-1228-3p,miRNA,FULVESTRANT,DB00947,17756771,35,134,35_134,1
hsa-mir-1228-3p,miRNA,CISPLATIN,DB00515,5460033,35,103,35_103,1
hsa-mir-1231,miRNA,CISPLATIN,DB00515,5460033,36,103,36_103,1
hsa-mir-1231,miRNA,DABRAFENIB,DB08912,44462760,36,142,36_142,1
hsa-mir-1231,miRNA,VEMURAFENIB,DB08881,42611257,36,148,36_148,1
hsa-mir-1231,miRNA,PACLITAXEL,DB01229,36314,36,67,36_67,1
hsa-mir-1231,miRNA,DOXORUBICIN,DB00997,31703,36,89,36_89,1
hsa-mir-1231,miRNA,FULVESTRANT,DB00947,17756771,36,134,36_134,1
hsa-mir-1231,miRNA,TAMOXIFEN,DB00675,2733525,36,123,36_123,1
hsa-mir-1231,miRNA,GEMCITABINE,DB00441,60750,36,55,36_55,1
hsa-mir-1233-3p,miRNA,NAVITOCLAX,DB12340,24978538,37,209,37_209,1
hsa-mir-1233-3p,miRNA,OXALIPLATIN,DB00526,6857599,37,204,37_204,1
hsa-mir-1233-3p,miRNA,DOXORUBICIN,DB00997,31703,37,89,37_89,1
hsa-mir-1233-3p,miRNA,TAMOXIFEN,DB00675,2733525,37,123,37_123,1
hsa-mir-1233-3p,miRNA,FULVESTRANT,DB00947,17756771,37,134,37_134,1
hsa-mir-1236-3p,miRNA,OXALIPLATIN,DB00526,6857599,38,204,38_204,1
hsa-mir-1236-3p,miRNA,VINCRISTINE,DB00541,5978,38,177,38_177,1
hsa-mir-1236-3p,miRNA,DOXORUBICIN,DB00997,31703,38,89,38_89,1
hsa-mir-1236-3p,miRNA,PREDNISONE,DB00635,5865,38,34,38_34,1
hsa-mir-1236-3p,miRNA,FLUOROURACIL,DB00544,3385,38,7,38_7,1
hsa-mir-1236-3p,miRNA,GEMCITABINE,DB00441,60750,38,55,38_55,1
hsa-mir-1236-3p,miRNA,CISPLATIN,DB00515,5460033,38,103,38_103,1
hsa-mir-1236-3p,miRNA,DOCETAXEL,DB01248,148124,38,3,38_3,1
hsa-mir-124-3p,miRNA,PAROXETINE,DB00715,43815,39,78,39_78,1
hsa-mir-124-3p,miRNA,DOXORUBICIN,DB00997,31703,39,89,39_89,1
hsa-mir-124-3p,miRNA,VINBLASTINE,DB00570,442111,39,97,39_97,1
hsa-mir-124-3p,miRNA,CAMPTOTHECIN,DB04690,24360,39,186,39_186,1
hsa-mir-124-3p,miRNA,ETOPOSIDE,DB00773,36462,39,68,39_68,1
hsa-mir-124-3p,miRNA,FLUOROURACIL,DB00544,3385,39,7,39_7,1
hsa-mir-124-3p,miRNA,TEMOZOLOMIDE,DB00853,5394,39,174,39_174,1
hsa-mir-124-3p,miRNA,CISPLATIN,DB00515,5460033,39,103,39_103,1
hsa-mir-124-3p,miRNA,ENZALUTAMIDE,DB08899,15951529,39,125,39_125,1
hsa-mir-124-3p,miRNA,GEFITINIB,DB00317,123631,39,84,39_84,1
hsa-mir-124-3p,miRNA,PREDNISONE,DB00635,5865,39,34,39_34,1
hsa-mir-124-3p,miRNA,GEMCITABINE,DB00441,60750,39,55,39_55,1
hsa-mir-124-3p,miRNA,ERLOTINIB,DB00530,176870,39,85,39_85,1
hsa-mir-124-3p,miRNA,CARBOPLATIN,DB00958,38904,39,90,39_90,1
hsa-mir-124-3p,miRNA,SORAFENIB,DB00398,216239,39,74,39_74,1
hsa-mir-124-3p,miRNA,DOCETAXEL,DB01248,148124,39,3,39_3,1
hsa-mir-1243,miRNA,DOXORUBICIN,DB00997,31703,40,89,40_89,1
hsa-mir-1243,miRNA,GEMCITABINE,DB00441,60750,40,55,40_55,1
hsa-mir-1243,miRNA,PALBOCICLIB,DB09073,5330286,40,95,40_95,1
hsa-mir-1244,miRNA,CISPLATIN,DB00515,5460033,41,103,41_103,1
hsa-mir-1244,miRNA,FULVESTRANT,DB00947,17756771,41,134,41_134,1
hsa-mir-1244,miRNA,TAMOXIFEN,DB00675,2733525,41,123,41_123,1
hsa-mir-1244,miRNA,GEMCITABINE,DB00441,60750,41,55,41_55,1
hsa-mir-1245a,miRNA,TRAMETINIB,DB08911,11707110,42,101,42_101,1
hsa-mir-1245a,miRNA,VEMURAFENIB,DB08881,42611257,42,148,42_148,1
hsa-mir-1246,miRNA,CISPLATIN,DB00515,5460033,43,103,43_103,1
hsa-mir-1246,miRNA,GEMCITABINE,DB00441,60750,43,55,43_55,1
hsa-mir-1246,miRNA,OXALIPLATIN,DB00526,6857599,43,204,43_204,1
hsa-mir-1246,miRNA,PACLITAXEL,DB01229,36314,43,67,43_67,1
hsa-mir-1246,miRNA,DOXORUBICIN,DB00997,31703,43,89,43_89,1
hsa-mir-1246,miRNA,VINCRISTINE,DB00541,5978,43,177,43_177,1
hsa-mir-1246,miRNA,FLUOROURACIL,DB00544,3385,43,7,43_7,1
hsa-mir-1246,miRNA,BORTEZOMIB,DB00188,387447,43,17,43_17,1
hsa-mir-1246,miRNA,MITOXANTRONE,DB01204,4212,43,22,43_22,1
hsa-mir-1246,miRNA,DOCETAXEL,DB01248,148124,43,3,43_3,1
hsa-mir-1246,miRNA,SORAFENIB,DB00398,216239,43,74,43_74,1
hsa-mir-1246,miRNA,EPIRUBICIN,DB00445,41867,43,73,43_73,1
hsa-mir-1246,miRNA,VINORELBINE,DB00361,44424639,43,150,43_150,1
hsa-mir-1246,miRNA,PLX-4720,DB06999,24180719,43,146,43_146,1
hsa-mir-1246,miRNA,DABRAFENIB,DB08912,44462760,43,142,43_142,1
hsa-mir-1246,miRNA,VEMURAFENIB,DB08881,42611257,43,148,43_148,1
hsa-mir-1246,miRNA,TRAMETINIB,DB08911,11707110,43,101,43_101,1
hsa-mir-1246,miRNA,ERLOTINIB,DB00530,176870,43,85,43_85,1
hsa-mir-1246,miRNA,TEMOZOLOMIDE,DB00853,5394,43,174,43_174,1
hsa-mir-1247-5p,miRNA,OXALIPLATIN,DB00526,6857599,44,204,44_204,1
hsa-mir-1247-5p,miRNA,GEMCITABINE,DB00441,60750,44,55,44_55,1
hsa-mir-1247-5p,miRNA,VINCRISTINE,DB00541,5978,44,177,44_177,1
hsa-mir-1247-5p,miRNA,CERITINIB,DB09063,57379345,44,160,44_160,1
hsa-mir-1247-5p,miRNA,SUNITINIB,DB01268,5329102,44,94,44_94,1
hsa-mir-1247-5p,miRNA,CISPLATIN,DB00515,5460033,44,103,44_103,1
hsa-mir-1247-5p,miRNA,GEFITINIB,DB00317,123631,44,84,44_84,1
hsa-mir-1248,miRNA,GEMCITABINE,DB00441,60750,45,55,45_55,1
hsa-mir-1248,miRNA,TAMOXIFEN,DB00675,2733525,45,123,45_123,1
hsa-mir-1248,miRNA,FLUOROURACIL,DB00544,3385,45,7,45_7,1
hsa-mir-1248,miRNA,PALBOCICLIB,DB09073,5330286,45,95,45_95,1
hsa-mir-1248,miRNA,DOCETAXEL,DB01248,148124,45,3,45_3,1
hsa-mir-1250-5p,miRNA,SUNITINIB,DB01268,5329102,46,94,46_94,1
hsa-mir-1250-5p,miRNA,PACLITAXEL,DB01229,36314,46,67,46_67,1
hsa-mir-1250-5p,miRNA,OXALIPLATIN,DB00526,6857599,46,204,46_204,1
hsa-mir-1252-5p,miRNA,CERITINIB,DB09063,57379345,48,160,48_160,1
hsa-mir-1252-5p,miRNA,DABRAFENIB,DB08912,44462760,48,142,48_142,1
hsa-mir-1252-5p,miRNA,TRAMETINIB,DB08911,11707110,48,101,48_101,1
hsa-mir-1252-5p,miRNA,VEMURAFENIB,DB08881,42611257,48,148,48_148,1
hsa-mir-1253,miRNA,DOXORUBICIN,DB00997,31703,49,89,49_89,1
hsa-mir-1253,miRNA,TRAMETINIB,DB08911,11707110,49,101,49_101,1
hsa-mir-1253,miRNA,VEMURAFENIB,DB08881,42611257,49,148,49_148,1
hsa-mir-1253,miRNA,PACLITAXEL,DB01229,36314,49,67,49_67,1
hsa-mir-1255a,miRNA,DOXORUBICIN,DB00997,31703,50,89,50_89,1
hsa-mir-1255a,miRNA,TRAMETINIB,DB08911,11707110,50,101,50_101,1
hsa-mir-1255a,miRNA,VEMURAFENIB,DB08881,42611257,50,148,50_148,1
hsa-mir-1255a,miRNA,PALBOCICLIB,DB09073,5330286,50,95,50_95,1
hsa-mir-1256,miRNA,DOXORUBICIN,DB00997,31703,51,89,51_89,1
hsa-mir-1256,miRNA,PREDNISONE,DB00635,5865,51,34,51_34,1
hsa-mir-1256,miRNA,VINCRISTINE,DB00541,5978,51,177,51_177,1
hsa-mir-1257,miRNA,OXALIPLATIN,DB00526,6857599,52,204,52_204,1
hsa-mir-1258,miRNA,OXALIPLATIN,DB00526,6857599,53,204,53_204,1
hsa-mir-1258,miRNA,CISPLATIN,DB00515,5460033,53,103,53_103,1
hsa-mir-1258,miRNA,IMATINIB,DB00619,5291,53,41,53_41,1
hsa-mir-125a-3p,miRNA,TAXANE,,9548828,54,124,54_124,1
hsa-mir-125a-3p,miRNA,PLATINUM,DB12257,23939,54,188,54_188,1
hsa-mir-125a-3p,miRNA,DOCETAXEL,DB01248,148124,54,3,54_3,1
hsa-mir-125a-3p,miRNA,TAMOXIFEN,DB00675,2733525,54,123,54_123,1
hsa-mir-125a-3p,miRNA,GEMCITABINE,DB00441,60750,54,55,54_55,1
hsa-mir-125a-3p,miRNA,SUNITINIB,DB01268,5329102,54,94,54_94,1
hsa-mir-125a-3p,miRNA,FLUOROURACIL,DB00544,3385,54,7,54_7,1
hsa-mir-125a-3p,miRNA,OXALIPLATIN,DB00526,6857599,54,204,54_204,1
hsa-mir-125a-3p,miRNA,CISPLATIN,DB00515,5460033,54,103,54_103,1
hsa-mir-125a-5p,miRNA,DOXORUBICIN,DB00997,31703,55,89,55_89,1
hsa-mir-125a-5p,miRNA,PACLITAXEL,DB01229,36314,55,67,55_67,1
hsa-mir-125a-5p,miRNA,GEMCITABINE,DB00441,60750,55,55,55_55,1
hsa-mir-125a-5p,miRNA,DOCETAXEL,DB01248,148124,55,3,55_3,1
hsa-mir-125a-5p,miRNA,TAMOXIFEN,DB00675,2733525,55,123,55_123,1
hsa-mir-125a-5p,miRNA,CISPLATIN,DB00515,5460033,55,103,55_103,1
hsa-mir-125a-5p,miRNA,VINCRISTINE,DB00541,5978,55,177,55_177,1
hsa-mir-125a-5p,miRNA,IMATINIB,DB00619,5291,55,41,55_41,1
hsa-mir-125a-5p,miRNA,FLUOROURACIL,DB00544,3385,55,7,55_7,1
hsa-mir-125a-5p,miRNA,PLATINUM,DB12257,23939,55,188,55_188,1
hsa-mir-125a-5p,miRNA,AZACITIDINE,DB00928,9444,55,179,55_179,1
hsa-mir-125a-5p,miRNA,VEMURAFENIB,DB08881,42611257,55,148,55_148,1
hsa-mir-125a-5p,miRNA,DAUNORUBICIN,DB00694,30323,55,88,55_88,1
hsa-mir-125a-5p,miRNA,BROMOCRIPTINE,DB01200,31101,55,86,55_86,1
hsa-mir-125a-5p,miRNA,UBENIMEX,DB03424,72172,55,0,55_0,1
hsa-mir-125a-5p,miRNA,SORAFENIB,DB00398,216239,55,74,55_74,1
hsa-mir-125b-5p,miRNA,DOXORUBICIN,DB00997,31703,56,89,56_89,1
hsa-mir-125b-5p,miRNA,PACLITAXEL,DB01229,36314,56,67,56_67,1
hsa-mir-125b-5p,miRNA,DAUNORUBICIN,DB00694,30323,56,88,56_88,1
hsa-mir-125b-5p,miRNA,PREDNISOLONE,DB00860,5755,56,44,56_44,1
hsa-mir-125b-5p,miRNA,VINCRISTINE,DB00541,5978,56,177,56_177,1
hsa-mir-125b-5p,miRNA,CISPLATIN,DB00515,5460033,56,103,56_103,1
hsa-mir-125b-5p,miRNA,TEMOZOLOMIDE,DB00853,5394,56,174,56_174,1
hsa-mir-125b-5p,miRNA,TRETINOIN,DB00755,5538,56,175,56_175,1
hsa-mir-125b-5p,miRNA,TAMOXIFEN,DB00675,2733525,56,123,56_123,1
hsa-mir-125b-5p,miRNA,FLUOROURACIL,DB00544,3385,56,7,56_7,1
hsa-mir-125b-5p,miRNA,CYCLOPAMINE,,442972,56,102,56_102,1
hsa-mir-125b-5p,miRNA,GEMCITABINE,DB00441,60750,56,55,56_55,1
hsa-mir-125b-5p,miRNA,ETOPOSIDE,DB00773,36462,56,68,56_68,1
hsa-mir-125b-5p,miRNA,MAFOSFAMIDE,DB12083,76968809,56,165,56_165,1
hsa-mir-125b-5p,miRNA,BORTEZOMIB,DB00188,387447,56,17,56_17,1
hsa-mir-125b-5p,miRNA,DEXAMETHASONE,DB01234,5743,56,43,56_43,1
hsa-mir-125b-5p,miRNA,OXALIPLATIN,DB00526,6857599,56,204,56_204,1
hsa-mir-125b-5p,miRNA,GEFITINIB,DB00317,123631,56,84,56_84,1
hsa-mir-125b-5p,miRNA,DOCETAXEL,DB01248,148124,56,3,56_3,1
hsa-mir-125b-5p,miRNA,PLATINUM,DB12257,23939,56,188,56_188,1
hsa-mir-125b-5p,miRNA,VEMURAFENIB,DB08881,42611257,56,148,56_148,1
hsa-mir-125b-5p,miRNA,SORAFENIB,DB00398,216239,56,74,56_74,1
hsa-mir-125b-5p,miRNA,CALCITRIOL,DB00136,5280453,56,107,56_107,1
hsa-mir-125b-5p,miRNA,TACALCITOL,DB13689,5283734,56,196,56_196,1
hsa-mir-125b-5p,miRNA,BROMOCRIPTINE,DB01200,31101,56,86,56_86,1
hsa-mir-125b-5p,miRNA,SUNITINIB,DB01268,5329102,56,94,56_94,1
hsa-mir-125b-5p,miRNA,TRAMETINIB,DB08911,11707110,56,101,56_101,1
hsa-mir-125b-5p,miRNA,DABRAFENIB,DB08912,44462760,56,142,56_142,1
hsa-mir-125b-5p,miRNA,IMATINIB,DB00619,5291,56,41,56_41,1
hsa-mir-126-3p,miRNA,PACLITAXEL,DB01229,36314,57,67,57_67,1
hsa-mir-126-3p,miRNA,CISPLATIN,DB00515,5460033,57,103,57_103,1
hsa-mir-126-3p,miRNA,DOXORUBICIN,DB00997,31703,57,89,57_89,1
hsa-mir-126-3p,miRNA,DAUNORUBICIN,DB00694,30323,57,88,57_88,1
hsa-mir-126-3p,miRNA,PREDNISOLONE,DB00860,5755,57,44,57_44,1
hsa-mir-126-3p,miRNA,VINCRISTINE,DB00541,5978,57,177,57_177,1
hsa-mir-126-3p,miRNA,10-HYDROXYCAMPTOTHECIN,DB12385,97226,57,205,57_205,1
hsa-mir-126-3p,miRNA,DOCETAXEL,DB01248,148124,57,3,57_3,1
hsa-mir-126-3p,miRNA,TAMOXIFEN,DB00675,2733525,57,123,57_123,1
hsa-mir-126-3p,miRNA,CYCLOPAMINE,,442972,57,102,57_102,1
hsa-mir-126-3p,miRNA,OXALIPLATIN,DB00526,6857599,57,204,57_204,1
hsa-mir-126-3p,miRNA,BLEOMYCIN,DB00290,5360373,57,53,57_53,1
hsa-mir-126-3p,miRNA,GEFITINIB,DB00317,123631,57,84,57_84,1
hsa-mir-126-3p,miRNA,EPIGALLOCATECHIN GALLATE,DB12116,65064,57,59,57_59,1
hsa-mir-126-3p,miRNA,GEMCITABINE,DB00441,60750,57,55,57_55,1
hsa-mir-126-3p,miRNA,CYTARABINE,DB00987,6253,57,35,57_35,1
hsa-mir-126-3p,miRNA,PLATINUM,DB12257,23939,57,188,57_188,1
hsa-mir-126-3p,miRNA,SORAFENIB,DB00398,216239,57,74,57_74,1
hsa-mir-126-3p,miRNA,AZACITIDINE,DB00928,9444,57,179,57_179,1
hsa-mir-126-3p,miRNA,FLUOROURACIL,DB00544,3385,57,7,57_7,1
hsa-mir-126-3p,miRNA,DABRAFENIB,DB08912,44462760,57,142,57_142,1
hsa-mir-126-3p,miRNA,VEMURAFENIB,DB08881,42611257,57,148,57_148,1
hsa-mir-126-3p,miRNA,ALPELISIB,DB12015,56649450,57,162,57_162,1
hsa-mir-126-3p,miRNA,RIBOCICLIB,DB11730,44631912,57,152,57_152,1
hsa-mir-126-3p,miRNA,GSK1070916,,46885626,57,158,57_158,1
hsa-mir-126-3p,miRNA,LORLATINIB,DB12130,71731823,57,167,57_167,1
hsa-mir-126-3p,miRNA,TEMOZOLOMIDE,DB00853,5394,57,174,57_174,1
hsa-mir-126-3p,miRNA,TRAMETINIB,DB08911,11707110,57,101,57_101,1
hsa-mir-126-3p,miRNA,ETOPOSIDE,DB00773,36462,57,68,57_68,1
hsa-mir-126-3p,miRNA,VINORELBINE,DB00361,44424639,57,150,57_150,1
hsa-mir-1260a,miRNA,CERITINIB,DB09063,57379345,58,160,58_160,1
hsa-mir-1260a,miRNA,FLUOROURACIL,DB00544,3385,58,7,58_7,1
hsa-mir-1260a,miRNA,GEMCITABINE,DB00441,60750,58,55,58_55,1
hsa-mir-1260a,miRNA,SORAFENIB,DB00398,216239,58,74,58_74,1
hsa-mir-1260a,miRNA,PLATINUM,DB12257,23939,58,188,58_188,1
hsa-mir-1260a,miRNA,CISPLATIN,DB00515,5460033,58,103,58_103,1
hsa-mir-1260a,miRNA,FULVESTRANT,DB00947,17756771,58,134,58_134,1
hsa-mir-1260a,miRNA,TAMOXIFEN,DB00675,2733525,58,123,58_123,1
hsa-mir-1260a,miRNA,AZACITIDINE,DB00928,9444,58,179,58_179,1
hsa-mir-1260a,miRNA,PACLITAXEL,DB01229,36314,58,67,58_67,1
hsa-mir-1260a,miRNA,VINORELBINE,DB00361,44424639,58,150,58_150,1
hsa-mir-1260a,miRNA,DOXORUBICIN,DB00997,31703,58,89,58_89,1
hsa-mir-1260a,miRNA,ETOPOSIDE,DB00773,36462,58,68,58_68,1
hsa-mir-1260a,miRNA,VINCRISTINE,DB00541,5978,58,177,58_177,1
hsa-mir-1261,miRNA,GEMCITABINE,DB00441,60750,59,55,59_55,1
hsa-mir-1262,miRNA,GEFITINIB,DB00317,123631,60,84,60_84,1
hsa-mir-1266-5p,miRNA,CERITINIB,DB09063,57379345,62,160,62_160,1
hsa-mir-1266-5p,miRNA,DABRAFENIB,DB08912,44462760,62,142,62_142,1
hsa-mir-1266-5p,miRNA,GEMCITABINE,DB00441,60750,62,55,62_55,1
hsa-mir-1268a,miRNA,OXALIPLATIN,DB00526,6857599,63,204,63_204,1
hsa-mir-1268a,miRNA,PACLITAXEL,DB01229,36314,63,67,63_67,1
hsa-mir-1268a,miRNA,GEMCITABINE,DB00441,60750,63,55,63_55,1
hsa-mir-1268a,miRNA,FLUOROURACIL,DB00544,3385,63,7,63_7,1
hsa-mir-1268a,miRNA,IMATINIB,DB00619,5291,63,41,63_41,1
hsa-mir-1268a,miRNA,CISPLATIN,DB00515,5460033,63,103,63_103,1
hsa-mir-1268a,miRNA,PLATINUM,DB12257,23939,63,188,63_188,1
hsa-mir-1268a,miRNA,DOCETAXEL,DB01248,148124,63,3,63_3,1
hsa-mir-1268a,miRNA,VINORELBINE,DB00361,44424639,63,150,63_150,1
hsa-mir-1268a,miRNA,TEMOZOLOMIDE,DB00853,5394,63,174,63_174,1
hsa-mir-1268a,miRNA,TRAMETINIB,DB08911,11707110,63,101,63_101,1
hsa-mir-1268a,miRNA,VEMURAFENIB,DB08881,42611257,63,148,63_148,1
hsa-mir-1268a,miRNA,DOXORUBICIN,DB00997,31703,63,89,63_89,1
hsa-mir-1268a,miRNA,ETOPOSIDE,DB00773,36462,63,68,63_68,1
hsa-mir-1268a,miRNA,VINCRISTINE,DB00541,5978,63,177,63_177,1
hsa-mir-1269a,miRNA,DOXORUBICIN,DB00997,31703,64,89,64_89,1
hsa-mir-1269a,miRNA,VEMURAFENIB,DB08881,42611257,64,148,64_148,1
hsa-mir-1269a,miRNA,DABRAFENIB,DB08912,44462760,64,142,64_142,1
hsa-mir-1269a,miRNA,IMATINIB,DB00619,5291,64,41,64_41,1
hsa-mir-1269a,miRNA,SUNITINIB,DB01268,5329102,64,94,64_94,1
hsa-mir-1269a,miRNA,CISPLATIN,DB00515,5460033,64,103,64_103,1
hsa-mir-127-3p,miRNA,DOXORUBICIN,DB00997,31703,67,89,67_89,1
hsa-mir-127-3p,miRNA,CISPLATIN,DB00515,5460033,67,103,67_103,1
hsa-mir-127-3p,miRNA,OXALIPLATIN,DB00526,6857599,67,204,67_204,1
hsa-mir-127-3p,miRNA,PACLITAXEL,DB01229,36314,67,67,67_67,1
hsa-mir-127-3p,miRNA,GEFITINIB,DB00317,123631,67,84,67_84,1
hsa-mir-127-3p,miRNA,PLATINUM,DB12257,23939,67,188,67_188,1
hsa-mir-127-3p,miRNA,VEMURAFENIB,DB08881,42611257,67,148,67_148,1
hsa-mir-127-3p,miRNA,DABRAFENIB,DB08912,44462760,67,142,67_142,1
hsa-mir-127-3p,miRNA,CRIZOTINIB,DB08865,11626560,67,197,67_197,1
hsa-mir-127-3p,miRNA,FULVESTRANT,DB00947,17756771,67,134,67_134,1
hsa-mir-127-3p,miRNA,RUXOLITINIB,DB08877,25126798,67,144,67_144,1
hsa-mir-127-5p,miRNA,CISPLATIN,DB00515,5460033,69,103,69_103,1
hsa-mir-1271-5p,miRNA,CISPLATIN,DB00515,5460033,65,103,65_103,1
hsa-mir-1271-5p,miRNA,TAMOXIFEN,DB00675,2733525,65,123,65_123,1
hsa-mir-1271-5p,miRNA,CERITINIB,DB09063,57379345,65,160,65_160,1
hsa-mir-1271-5p,miRNA,PANOBINOSTAT,DB06603,6918837,65,129,65_129,1
hsa-mir-1271-5p,miRNA,TEMOZOLOMIDE,DB00853,5394,65,174,65_174,1
hsa-mir-1271-5p,miRNA,TOPOTECAN,DB01030,60699,65,50,65_50,1
hsa-mir-1271-5p,miRNA,PACLITAXEL,DB01229,36314,65,67,65_67,1
hsa-mir-1271-5p,miRNA,DOCETAXEL,DB01248,148124,65,3,65_3,1
hsa-mir-1272,miRNA,CISPLATIN,DB00515,5460033,66,103,66_103,1
hsa-mir-1275,miRNA,OXALIPLATIN,DB00526,6857599,68,204,68_204,1
hsa-mir-1275,miRNA,GEMCITABINE,DB00441,60750,68,55,68_55,1
hsa-mir-1275,miRNA,CISPLATIN,DB00515,5460033,68,103,68_103,1
hsa-mir-1275,miRNA,PACLITAXEL,DB01229,36314,68,67,68_67,1
hsa-mir-1275,miRNA,FLUOROURACIL,DB00544,3385,68,7,68_7,1
hsa-mir-1275,miRNA,PLATINUM,DB12257,23939,68,188,68_188,1
hsa-mir-1275,miRNA,IMATINIB,DB00619,5291,68,41,68_41,1
hsa-mir-1275,miRNA,FULVESTRANT,DB00947,17756771,68,134,68_134,1
hsa-mir-1276,miRNA,FULVESTRANT,DB00947,17756771,70,134,70_134,1
hsa-mir-1277-3p,miRNA,DOXORUBICIN,DB00997,31703,71,89,71_89,1
hsa-mir-1277-3p,miRNA,PACLITAXEL,DB01229,36314,71,67,71_67,1
hsa-mir-1277-3p,miRNA,PONATINIB,DB08901,24826799,71,140,71_140,1
hsa-mir-1277-3p,miRNA,IMATINIB,DB00619,5291,71,41,71_41,1
hsa-mir-1278,miRNA,TRAMETINIB,DB08911,11707110,72,101,72_101,1
hsa-mir-1278,miRNA,VEMURAFENIB,DB08881,42611257,72,148,72_148,1
hsa-mir-1278,miRNA,CISPLATIN,DB00515,5460033,72,103,72_103,1
hsa-mir-1279,miRNA,TRAMETINIB,DB08911,11707110,73,101,73_101,1
hsa-mir-1279,miRNA,VEMURAFENIB,DB08881,42611257,73,148,73_148,1
hsa-mir-128-3p,miRNA,PACLITAXEL,DB01229,36314,74,67,74_67,1
hsa-mir-128-3p,miRNA,DOXORUBICIN,DB00997,31703,74,89,74_89,1
hsa-mir-128-3p,miRNA,VERAPAMIL,DB00661,2520,74,21,74_21,1
hsa-mir-128-3p,miRNA,ANASTROZOLE,DB01217,2187,74,14,74_14,1
hsa-mir-128-3p,miRNA,EXEMESTANE,DB00990,60198,74,52,74_52,1
hsa-mir-128-3p,miRNA,LETROZOLE,DB01006,3902,74,29,74_29,1
hsa-mir-128-3p,miRNA,TAMOXIFEN,DB00675,2733525,74,123,74_123,1
hsa-mir-128-3p,miRNA,IMATINIB,DB00619,5291,74,41,74_41,1
hsa-mir-128-3p,miRNA,ETOPOSIDE,DB00773,36462,74,68,74_68,1
hsa-mir-128-3p,miRNA,OXALIPLATIN,DB00526,6857599,74,204,74_204,1
hsa-mir-128-3p,miRNA,TEMOZOLOMIDE,DB00853,5394,74,174,74_174,1
hsa-mir-128-3p,miRNA,CISPLATIN,DB00515,5460033,74,103,74_103,1
hsa-mir-128-3p,miRNA,PLX-4720,DB06999,24180719,74,146,74_146,1
hsa-mir-128-3p,miRNA,PLATINUM,DB12257,23939,74,188,74_188,1
hsa-mir-128-3p,miRNA,GEMCITABINE,DB00441,60750,74,55,74_55,1
hsa-mir-128-3p,miRNA,FLUOROURACIL,DB00544,3385,74,7,74_7,1
hsa-mir-128-3p,miRNA,AZACITIDINE,DB00928,9444,74,179,74_179,1
hsa-mir-128-3p,miRNA,SORAFENIB,DB00398,216239,74,74,74_74,1
hsa-mir-128-3p,miRNA,GEFITINIB,DB00317,123631,74,84,74_84,1
hsa-mir-1281,miRNA,TAMOXIFEN,DB00675,2733525,75,123,75_123,1
hsa-mir-1281,miRNA,OXALIPLATIN,DB00526,6857599,75,204,75_204,1
hsa-mir-1281,miRNA,CURCUMIN,DB11672,969516,75,137,75_137,1
hsa-mir-1281,miRNA,DOXORUBICIN,DB00997,31703,75,89,75_89,1
hsa-mir-1281,miRNA,CISPLATIN,DB00515,5460033,75,103,75_103,1
hsa-mir-1283,miRNA,CISPLATIN,DB00515,5460033,77,103,77_103,1
hsa-mir-1284,miRNA,CERITINIB,DB09063,57379345,78,160,78_160,1
hsa-mir-1284,miRNA,SORAFENIB,DB00398,216239,78,74,78_74,1
hsa-mir-1284,miRNA,VINCRISTINE,DB00541,5978,78,177,78_177,1
hsa-mir-1284,miRNA,CISPLATIN,DB00515,5460033,78,103,78_103,1
hsa-mir-1285-3p,miRNA,OXALIPLATIN,DB00526,6857599,79,204,79_204,1
hsa-mir-1285-3p,miRNA,FLUOROURACIL,DB00544,3385,79,7,79_7,1
hsa-mir-1285-3p,miRNA,GEMCITABINE,DB00441,60750,79,55,79_55,1
hsa-mir-1285-3p,miRNA,IMATINIB,DB00619,5291,79,41,79_41,1
hsa-mir-1285-3p,miRNA,PALBOCICLIB,DB09073,5330286,79,95,79_95,1
hsa-mir-1285-3p,miRNA,PLATINUM,DB12257,23939,79,188,79_188,1
