ncRNA_Name,ncRNA_Type,Drug_Name,DrugBank_ID,CID
HSA-MIR-1972,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-1972,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-1972,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-1972,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-1972,miRNA,CURCUMIN,DB11672,969516
HSA-MIR-1972,miRNA,FULVESTRANT,DB00947,17756771
HSA-MIR-1972,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-1972,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-1972,miRNA,APICIDIN,NA,6918328
HSA-MIR-1972,miRNA,VORINOSTAT,DB02546,5311
HSA-MIR-1973,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-1973,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-1973,miRNA,IMATINIB,DB00619,5291
HSA-MIR-1973,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-1973,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-1973,miRNA,PALBOCICLIB,DB09073,5330286
HSA-MIR-1973,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-1975,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-1976,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-1976,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-1976,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-1976,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-1976,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-1979,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-1979,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-198,miRNA,CAPECITABINE,DB01101,60953
HSA-MIR-198,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-198,miRNA,ETOPOSIDE,DB00773,36462
HSA-MIR-198,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-198,miRNA,PLATINUM,DB12257,23939
HSA-MIR-198,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-198,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-198,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-199,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-199,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-199,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-199A-1,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-199A-2,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-199A-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-199A-3P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-199A-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-199A-3P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-199A-3P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-199A-3P,miRNA,AZACITIDINE,DB00928,9444
HSA-MIR-199A-3P,miRNA,CARBOPLATIN,DB00958,38904
HSA-MIR-199A-3P,miRNA,TAXOL,DB01229,36314
HSA-MIR-199A-3P+HSA-MIR-199B-3P,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-199A-3P+HSA-MIR-199B-3P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-199A-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-199A-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-199A-5P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-199A-5P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-199A-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-199A-5P,miRNA,TRICHOSTATIN A,DB04297,444732
HSA-MIR-199A-5P,miRNA,SUNITINIB,DB01268,5329102
HSA-MIR-199A-5P,miRNA,VINORELBINE,DB00361,44424639
HSA-MIR-199A-5P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-199A-5P,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-199A-5P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-199A-5P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-199A-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-199A-5P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-199A-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-199A-5P,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-199A-5P,miRNA,METHOTREXATE,DB00563,126941
HSA-MIR-199A-5P,miRNA,SN-38,NA,104842
HSA-MIR-199A-5P,miRNA,TOPOTECAN,DB01030,60699
HSA-MIR-199A-5P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-199A-5P,miRNA,CELASTROL,NA,12302620
HSA-MIR-199A-5P,miRNA,TAXOL,DB01229,36314
HSA-MIR-199B-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-199B-3P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-199B-3P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-199B-3P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-199B-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-199B-3P,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-199B-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-199B-5P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-199B-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-199B-5P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-199B-5P,miRNA,VINORELBINE,DB00361,44424639
HSA-MIR-199B-5P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-199B-5P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-199B-5P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-199B-5P,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-199B-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-199B-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-199B-5P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-199B-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-199B-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-199B-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-199B*,miRNA,DAUNORUBICIN,DB00694,30323
HSA-MIR-199B*,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-199B*,miRNA,PREDNISOLONE,DB00860,5755
HSA-MIR-19A-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-19A-3P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-19A-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-19A-3P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-19A-3P,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-19A-3P,miRNA,CARBOPLATIN,DB00958,38904
HSA-MIR-19A-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-19A-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-19A-3P,miRNA,EPIRUBICIN,DB00445,41867
HSA-MIR-19A-3P,miRNA,BORTEZOMIB,DB00188,387447
HSA-MIR-19A-3P,miRNA,DEXAMETHASONE,DB01234,5743
HSA-MIR-19A-3P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-19A-3P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-19A-3P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-19A-3P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-19A-3P,miRNA,FULVESTRANT,DB00947,17756771
HSA-MIR-19A-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-19A-3P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-19A-3P,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-19A-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-19A-3P,miRNA,METFORMIN,DB00331,4091
HSA-MIR-19A-3P,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-19A-5P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-19A-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-19A-5P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-19B-1,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-19B-1,miRNA,TAXANE,NA,9548828
HSA-MIR-19B-1,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-19B-1-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-19B-1-5P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-19B-1-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-19B-1-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-19B-1-5P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-19B-1-5P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-19B-1-5P,miRNA,PONATINIB,DB08901,24826799
HSA-MIR-19B-1-5P,miRNA,ETOPOSIDE,DB00773,36462
HSA-MIR-19B-1-5P,miRNA,VINORELBINE,DB00361,44424639
HSA-MIR-19B-1-5P,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-19B-1-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-19B-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-19B-3P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-19B-3P,miRNA,ETOPOSIDE,DB00773,36462
HSA-MIR-19B-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-19B-3P,miRNA,10-HYDROXYCAMPTOTHECIN,DB12385,97226
HSA-MIR-19B-3P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-19B-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-19B-3P,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-19B-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-19B-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-19B-3P,miRNA,TAXANE,NA,9548828
HSA-MIR-19B-3P,miRNA,DEXAMETHASONE,DB01234,5743
HSA-MIR-19B-3P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-19B-3P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-19B-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-19B-3P,miRNA,DAUNORUBICIN,DB00694,30323
HSA-MIR-19B-3P,miRNA,SARACATINIB,DB11805,10302451
HSA-MIR-19B-3P,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-19B-3P,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-19B-3P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-19B-3P,miRNA,BORTEZOMIB,DB00188,387447
HSA-MIR-19B-3P,miRNA,APITOLISIB,DB12180,25254071
HSA-MIR-19C,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-1B-1,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-200,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-200,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-200,miRNA,ERLOTINIB,DB00530,176870
HSA-MIR-200,miRNA,CARBOPLATIN,DB00958,38904
HSA-MIR-200,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-200,miRNA,CYCLOPHOSPHAMIDE,DB00531,2907
HSA-MIR-200,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-200,miRNA,SELUMETINIB,DB11689,10127622
HSA-MIR-200-5P,miRNA,ESTRADIOL,DB00783,5757
HSA-MIR-200A-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-200A-3P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-200A-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-200A-3P,miRNA,10-HYDROXYCAMPTOTHECIN,DB12385,97226
HSA-MIR-200A-3P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-200A-3P,miRNA,CURCUMIN,DB11672,969516
HSA-MIR-200A-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-200A-3P,miRNA,ERLOTINIB,DB00530,176870
HSA-MIR-200A-3P,miRNA,"N-[(2R)-2,3-DIHYDROXYPROPOXY]-3,4-DIFLUORO-2-[(2-FLUORO-4-IODOPHENYL)AMINO]BENZAMIDE",NA,9826528
HSA-MIR-200A-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-200A-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-200A-3P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-200A-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-200A-3P,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-200A-3P,miRNA,EPOXOMICIN,NA,11226684
HSA-MIR-200A-3P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-200A-3P,miRNA,NINTEDANIB,DB09079,9809715
HSA-MIR-200A-3P,miRNA,SU11274,NA,9549297
HSA-MIR-200A-3P,miRNA,METFORMIN,DB00331,4091
HSA-MIR-200A-3P,miRNA,SUNITINIB,DB01268,5329102
HSA-MIR-200A-3P,miRNA,OSIMERTINIB,DB09330,71496458
HSA-MIR-200A-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-200A-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-200A-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-200A-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-200A-PRE,miRNA,PONATINIB,DB08901,24826799
HSA-MIR-200A-PRE,miRNA,IMATINIB,DB00619,5291
HSA-MIR-200B-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-200B-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-200B-3P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-200B-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-200B-3P,miRNA,10-HYDROXYCAMPTOTHECIN,DB12385,97226
HSA-MIR-200B-3P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-200B-3P,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-200B-3P,miRNA,ERLOTINIB,DB00530,176870
HSA-MIR-200B-3P,miRNA,FULVESTRANT,DB00947,17756771
HSA-MIR-200B-3P,miRNA,CURCUMIN,DB11672,969516
HSA-MIR-200B-3P,miRNA,"N-[(2R)-2,3-DIHYDROXYPROPOXY]-3,4-DIFLUORO-2-[(2-FLUORO-4-IODOPHENYL)AMINO]BENZAMIDE",NA,9826528
HSA-MIR-200B-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-200B-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-200B-3P,miRNA,CELASTROL,NA,12302620
HSA-MIR-200B-3P,miRNA,ETOPOSIDE,DB00773,36462
HSA-MIR-200B-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-200B-3P,miRNA,EPOXOMICIN,NA,11226684
HSA-MIR-200B-3P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-200B-3P,miRNA,NINTEDANIB,DB09079,9809715
HSA-MIR-200B-3P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-200B-3P,miRNA,TAXANE,NA,9548828
HSA-MIR-200B-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-200B-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-200B-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-200B-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-200C,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-200C,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-200C-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-200C-3P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-200C-3P,miRNA,EPOTHILONE B,NA,57336519
HSA-MIR-200C-3P,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-200C-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-200C-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-200C-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-200C-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-200C-3P,miRNA,DAUNORUBICIN,DB00694,30323
HSA-MIR-200C-3P,miRNA,PREDNISOLONE,DB00860,5755
HSA-MIR-200C-3P,miRNA,10-HYDROXYCAMPTOTHECIN,DB12385,97226
HSA-MIR-200C-3P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-200C-3P,miRNA,ERLOTINIB,DB00530,176870
HSA-MIR-200C-3P,miRNA,CYCLOPAMINE,NA,442972
HSA-MIR-200C-3P,miRNA,U0126,NA,3006531
HSA-MIR-200C-3P,miRNA,PLX-4720,DB06999,24180719
HSA-MIR-200C-3P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-200C-3P,miRNA,FULVESTRANT,DB00947,17756771
HSA-MIR-200C-3P,miRNA,"N-[(2R)-2,3-DIHYDROXYPROPOXY]-3,4-DIFLUORO-2-[(2-FLUORO-4-IODOPHENYL)AMINO]BENZAMIDE",NA,9826528
HSA-MIR-200C-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-200C-3P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-200C-3P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-200C-3P,miRNA,TETRAHYDROPALMATINE,DB12093,72301
HSA-MIR-200C-3P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-200C-3P,miRNA,EPOXOMICIN,NA,11226684
HSA-MIR-200C-3P,miRNA,CARBOPLATIN,DB00958,38904
HSA-MIR-200C-3P,miRNA,DEXAMETHASONE,DB01234,5743
HSA-MIR-200C-3P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-200C-3P,miRNA,NINTEDANIB,DB09079,9809715
HSA-MIR-200C-3P,miRNA,METHOTREXATE,DB00563,126941
HSA-MIR-200C-3P,miRNA,CRIZOTINIB,DB08865,11626560
HSA-MIR-200C-3P,miRNA,TAXANE,NA,9548828
HSA-MIR-200C-3P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-200C-3P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-200C-3P,miRNA,BI853520,NA,46207957
HSA-MIR-200C-3P,miRNA,OLAPARIB,DB09074,23725625
HSA-MIR-200C-3P,miRNA,ANTHRACYCLINE,DB00694,30323
HSA-MIR-200C-3P,miRNA,TAXOL,DB01229,36314
HSA-MIR-200C-3P,miRNA,CYCLOPHOSPHAMIDE,DB00531,2907
HSA-MIR-200C-3P,miRNA,OSIMERTINIB,DB09330,71496458
HSA-MIR-200C-5P,miRNA,VINORELBINE,DB00361,44424639
HSA-MIR-200C-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-200C-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-200C-5P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-202-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-202-3P,miRNA,ETOPOSIDE,DB00773,36462
HSA-MIR-202-3P,miRNA,BORTEZOMIB,DB00188,387447
HSA-MIR-202-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-202-3P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-202-3P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-202-3P,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-202-3P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-202-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-202-5P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-202-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-202-5P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-202-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-203A-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-203A-3P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-203A-3P,miRNA,DAUNORUBICIN,DB00694,30323
HSA-MIR-203A-3P,miRNA,PREDNISOLONE,DB00860,5755
HSA-MIR-203A-3P,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-203A-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-203A-3P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-203A-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-203A-3P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-203A-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-203A-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-203A-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-203A-3P,miRNA,AG-1478,NA,2051
HSA-MIR-203A-3P,miRNA,CANERTINIB HCL,NA,156413
HSA-MIR-203A-3P,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-203A-3P,miRNA,CURCUMIN,DB11672,969516
HSA-MIR-203A-3P,miRNA,FULVESTRANT,DB00947,17756771
HSA-MIR-203A-3P,miRNA,SUNITINIB,DB01268,5329102
HSA-MIR-203A-3P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-203A-3P,miRNA,METHOTREXATE,DB00563,126941
HSA-MIR-203A-3P,miRNA,OSIMERTINIB,DB09330,71496458
HSA-MIR-203A-3P,miRNA,APITOLISIB,DB12180,25254071
HSA-MIR-203B-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-203B-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-203B-5P,miRNA,OSIMERTINIB,DB09330,71496458
HSA-MIR-204,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-204-3P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-204-3P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-204-3P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-204-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-204-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-204-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-204-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-204-5P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-204-5P,miRNA,CYCLOPHOSPHAMIDE,DB00531,2907
HSA-MIR-204-5P,miRNA,EPIRUBICIN,DB00445,41867
HSA-MIR-204-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-204-5P,miRNA,ETOPOSIDE,DB00773,36462
HSA-MIR-204-5P,miRNA,SUNITINIB,DB01268,5329102
HSA-MIR-204-5P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-204-5P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-204-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-204-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-204-5P,miRNA,PONATINIB,DB08901,24826799
HSA-MIR-204-5P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-204-5P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-204-5P,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-204-5P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-204-5P,miRNA,SIROLIMUS,DB00877,5284616
HSA-MIR-204-5P,miRNA,ARSENIC TRIOXIDE,DB01169,261004
HSA-MIR-204-5P,miRNA,METHOTREXATE,DB00563,126941
HSA-MIR-204-5P,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-205,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-205,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-205-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-205-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-205-3P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-205-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-205-5P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-205-5P,miRNA,LAPATINIB,DB01259,208908
HSA-MIR-205-5P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-205-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-205-5P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-205-5P,miRNA,ERLOTINIB,DB00530,176870
HSA-MIR-205-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-205-5P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-205-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-205-5P,miRNA,EPIRUBICIN,DB00445,41867
HSA-MIR-205-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-205-5P,miRNA,CARBOPLATIN,DB00958,38904
HSA-MIR-205-5P,miRNA,PROGESTERONE,DB00396,5994
HSA-MIR-205-5P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-205-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-206,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-206,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-206,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-206,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-206,miRNA,PAROXETINE,DB00715,43815
HSA-MIR-206,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-206,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-206,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-206,miRNA,LEVOTHROID,NA,23666112
HSA-MIR-206,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-206,miRNA,PLATINUM,DB12257,23939
HSA-MIR-206,miRNA,CURCUMIN,DB11672,969516
HSA-MIR-206,miRNA,APITOLISIB,DB12180,25254071
HSA-MIR-208A-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-208A-3P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-208A-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-208B-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-208B-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-208B-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-20A,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-20A-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-20A-3P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-20A-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-20A-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-20A-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-20A-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-20A-5P,miRNA,TENIPOSIDE,DB00444,452548
HSA-MIR-20A-5P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-20A-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-20A-5P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-20A-5P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-20A-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-20A-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-20A-5P,miRNA,ETOPOSIDE,DB00773,36462
