ncRNA_Name,ncRNA_Type,Drug_Name,DrugBank_ID,CID
HSA-MIR-663B,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-663B,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-664A,miRNA,PLX-4720,DB06999,24180719
HSA-MIR-664A-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-664A-3P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-664A-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-664A-3P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-664A-3P,miRNA,FULVESTRANT,DB00947,17756771
HSA-MIR-664A-3P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-664A-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-664A-5P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-664A-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-664A-5P,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-664A-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-664A-5P,miRNA,BROMOCRIPTINE,DB01200,31101
HSA-MIR-664A-5P,miRNA,CYCLOPHOSPHAMIDE,DB00531,2907
HSA-MIR-664A-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-664B-3P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-664B-3P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-664B-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-664B-3P,miRNA,APICIDIN,NA,6918328
HSA-MIR-664B-3P,miRNA,VORINOSTAT,DB02546,5311
HSA-MIR-664B-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-665,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-665,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-665,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-665,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-665,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-665,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-665,miRNA,PAEONOL,DB16830,11092
HSA-MIR-668-3P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-668-3P,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-670-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-670-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-670-5P,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-671-3P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-671-3P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-671-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-671-3P,miRNA,FULVESTRANT,DB00947,17756771
HSA-MIR-671-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-671-3P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-671-5P,miRNA,PAROXETINE,DB00715,43815
HSA-MIR-671-5P,miRNA,CARBOPLATIN,DB00958,38904
HSA-MIR-671-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-671-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-671-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-671-5P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-671-5P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-671-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-671-5P,miRNA,EPIRUBICIN,DB00445,41867
HSA-MIR-671-5P,miRNA,MITOXANTRONE,DB01204,4212
HSA-MIR-671-5P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-671-5P,miRNA,FULVESTRANT,DB00947,17756771
HSA-MIR-671-5P,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-6716-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-6716-3P,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-6716-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-6716-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-6716-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-6717-5P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-6720,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-6720-5P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-6722-3P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-6722-3P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-6722-3P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-6723-5P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-6723-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-6723-5P,miRNA,CURCUMIN,DB11672,969516
HSA-MIR-6723-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-6724-5P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-6724-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-6724-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-6724-5P,miRNA,CURCUMIN,DB11672,969516
HSA-MIR-6724-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-6724-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-6727-3P,miRNA,OSIMERTINIB,DB09330,71496458
HSA-MIR-6727-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-6727-5P,miRNA,CURCUMIN,DB11672,969516
HSA-MIR-6727-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-6728-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-6729-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-6729-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-6732-5P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-6734,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-6734-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-6734-5P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-6737,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-6739,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-6739-3P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-6739-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-6743-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-6743-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-6744-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-6746-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-6746-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-6746-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-6747-3P,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-6748-5P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-6748-5P,miRNA,YUANHUADINE,NA,6440572
HSA-MIR-6749-5P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-675,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-675,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-675-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-675-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-675-3P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-675-3P,miRNA,PALBOCICLIB,DB09073,5330286
HSA-MIR-675-3P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-675-3P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-675-3P,miRNA,ETOPOSIDE,DB00773,36462
HSA-MIR-675-3P,miRNA,VINORELBINE,DB00361,44424639
HSA-MIR-675-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-675-3P,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-675-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-675-5P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-675-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-675-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-675-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-675-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-675-5P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-675-5P,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-675-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-675-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-675-5P,miRNA,FULVESTRANT,DB00947,17756771
HSA-MIR-675-5P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-675-5P,miRNA,SUNITINIB,DB01268,5329102
HSA-MIR-675-5P,miRNA,ETOPOSIDE,DB00773,36462
HSA-MIR-675-5P,miRNA,VINORELBINE,DB00361,44424639
HSA-MIR-675-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-675-5P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-6751,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-6751,miRNA,TRIPTOLIDE,DB12025,107985
HSA-MIR-6752-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-6752-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-6756-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-6758-3P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-6759,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-6759-5P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-676-3P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-676-3P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-676-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-6760-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-6761,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-6761-5P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-6763-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-6764-5P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-6765,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-6765-3P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-6765-3P,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-6765-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-6765-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-6768,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-6768-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-6768-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-6768-5P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-6768-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-6769B-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-6771-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-6772,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-6772-3P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-6776-3P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-6776-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-6777-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-6777-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-6777-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-6777-5P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-6778-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-6778-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-6778-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-6779-5P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-6779-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-6780A-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-6780B-3P,miRNA,EPIRUBICIN,DB00445,41867
HSA-MIR-6781-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-6782-3P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-6782-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-6782-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-6782-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-6782-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-6782-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-6783-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-6784,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-6784-3P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-6785-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-6785-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-6785-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-6786-3P,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-6786-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-6786-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-6786-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-6787,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-6787-3P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-6787-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-6787-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-6789-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-6789-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-6789-5P,miRNA,CURCUMIN,DB11672,969516
HSA-MIR-6789-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-6789-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-6789-5P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-6789-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-6790-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-6790-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-6790-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-6790-5P,miRNA,CURCUMIN,DB11672,969516
HSA-MIR-6790-5P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-6791-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-6791-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-6791-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-6791-5P,miRNA,CURCUMIN,DB11672,969516
HSA-MIR-6791-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-6792-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-6792-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-6794-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-6795,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-6795-3P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-6795-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-6797-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-6798-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-6798-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-6799-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-6799-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-680,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-6800-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-6800-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-6800-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-6800-5P,miRNA,CURCUMIN,DB11672,969516
HSA-MIR-6800-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-6800-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-6800-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-6802-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-6802-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-6802-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-6802-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-6803-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-6803-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-6805-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-6805-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-6805-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-6805-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-6808-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-6810-3P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-6810-5P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-6811,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-6811-5P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-6812,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-6812-3P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-6812-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-6813-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-6813-5P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-6816-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-6816-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-6816-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-6816-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-6817,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-6817-3P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-6818-5P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-6819,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-6819-3P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-6819-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-6820-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-6820-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-6820-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-6821-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-6821-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-6821-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-6821-5P,miRNA,CURCUMIN,DB11672,969516
HSA-MIR-6824,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-6824-3P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-6825-3P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-6826-5P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-6831-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-6831-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-6840,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-6840-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-6840-5P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-6848-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-6849-3P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-6850,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-6850-3P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-6850-3P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-6850-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-6850-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-6850-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-6850-5P,miRNA,CURCUMIN,DB11672,969516
HSA-MIR-6850-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-6850-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-6851-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-6855-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-6856,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-6856-3P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-6858,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-6858-3P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-6858-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-6858-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-6858-5P,miRNA,CURCUMIN,DB11672,969516
HSA-MIR-6858-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-6860,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-6860,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-6860,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-6861-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-6865-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-6865-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-6865-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-6867-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-6871-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-6872-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-6876-5P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-6880,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-6880-3P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-6880-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-6881,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-6882,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-6883-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-6883-5P,miRNA,IRINOTECAN,DB00762,60838
HSA-MIR-6883-5P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-6883-5P,miRNA,YUANHUADINE,NA,6440572
HSA-MIR-6884-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-6885-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-6886-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-6886-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-6887-5P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-6887-5P,miRNA,YUANHUADINE,NA,6440572
HSA-MIR-6887-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-6887-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-6888-3P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-6891-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-6893,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-6894-3P,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-7-1,miRNA,FULVESTRANT,DB00947,17756771
HSA-MIR-7-1-3P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-7-1-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-7-1-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-7-1-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-7-1-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-7-1-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-7-1-3P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-7-1-3P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-7-2-3P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-7-3,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-7-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-7-5P,miRNA,ETOPOSIDE,DB00773,36462
HSA-MIR-7-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-7-5P,miRNA,10-HYDROXYCAMPTOTHECIN,DB12385,97226
HSA-MIR-7-5P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-7-5P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-7-5P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-7-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-7-5P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-7-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-7-5P,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-7-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-7-5P,miRNA,DEXAMETHASONE,DB01234,5743
HSA-MIR-7-5P,miRNA,PLX-4720,DB06999,24180719
HSA-MIR-7-5P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-7-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-7-5P,miRNA,FULVESTRANT,DB00947,17756771
HSA-MIR-7-5P,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-708,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-708-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-708-5P,miRNA,ETOPOSIDE,DB00773,36462
HSA-MIR-708-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-708-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-708-5P,miRNA,THAPSIGARGIN,NA,446378
HSA-MIR-708-5P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-708-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-708-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-708-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-708-5P,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-708-5P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-708-5P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-708-5P,miRNA,CYCLOPHOSPHAMIDE,DB00531,2907
HSA-MIR-708-5P,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-7106-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-7107-5P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-7107-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-7107-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-7107-5P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-7108,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-7108-3P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-7108-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-7108-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-7108-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-7108-5P,miRNA,CURCUMIN,DB11672,969516
HSA-MIR-7109-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-7109-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-711,miRNA,IMATINIB,DB00619,5291
HSA-MIR-711,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-7110-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-7110-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-7110-5P,miRNA,CISPLATIN,DB00515,5460033
